date,60 to 69,70 to 79,80+
2020-12-29,3.845310183487289,13.470995589466911,34.872991695656815
2020-12-30,3.993325809360624,16.377197056851283,35.286717754986825
2020-12-31,4.703122288446448,14.718860086977168,36.120071332485324
2021-01-01,3.906389689632867,16.131102396334743,34.36088364629821
2021-01-02,2.8280912343888507,16.22010148107383,36.40912459166515
2021-01-03,2.9635474248119604,14.698928836299844,33.266942925535005
2021-01-04,4.312255475404533,14.835836517432027,37.56863801607588
2021-01-05,4.184183381763129,15.337255567783128,38.99342956107689
2021-01-06,3.374000251066516,14.48265907350298,39.32827427181364
2021-01-07,3.3547422767314745,15.956858050543755,40.791607206277675
2021-01-08,3.967937647132025,14.174353724262929,37.80861847047821
2021-01-09,3.9215434134645233,15.835229715361054,36.3122911614452
2021-01-10,3.4083184702573663,14.300759380170103,40.34441140036106
2021-01-11,3.204271540210045,14.831367156691513,38.272100434012216
2021-01-12,2.9347042879322767,16.589954834086207,39.0864598206114
2021-01-13,3.4270529652423387,14.845501502171157,36.39545151374908
2021-01-14,3.797099439640444,13.693793878902689,37.0239405896679
2021-01-15,3.442191329911877,13.969100430947293,35.7938025547264
2021-01-16,3.513289996941328,16.183569730177172,35.92475108154644
2021-01-17,3.1364284895901817,15.295838308331641,35.69914961093083
2021-01-18,3.70892974356998,13.171064224452653,34.90936520868754
2021-01-19,3.0742424384018623,15.995423335600842,37.25653735940118
2021-01-20,3.5258434349159833,14.013615685557944,34.2630988917069
2021-01-21,3.738348302486348,13.502350453950445,32.30170498850601
2021-01-22,3.4510418718151072,13.308915929115514,31.847488152577892
2021-01-23,2.9932519516220175,15.009037353782023,29.342463538662795
2021-01-24,3.2285830083085476,11.398583653736631,31.130380189305356
2021-01-25,3.2383442506316458,13.77283686402772,30.35038039348665
2021-01-26,3.0454160993822943,12.205013502744993,27.677201078893198
2021-01-27,3.5836303942729733,12.181256324762616,30.121244273546537
2021-01-28,3.3477014560925196,13.018993767598266,30.396829035807944
2021-01-29,3.141508812443689,12.780591723007776,28.23545539418394
2021-01-30,2.278775017822476,11.250545994540042,26.356670260443448
2021-01-31,2.8085705185938274,11.484079270012241,25.048165045957525
2021-02-01,3.4021639866753772,11.663156498572032,25.666977912486587
2021-02-02,3.0751676155544563,11.11451071562383,24.422147883905833
2021-02-03,3.0214383025162914,13.020013991137724,24.61242012607927
2021-02-04,2.252998716904637,10.507669115300535,22.14950259760243
2021-02-05,2.9476584092030444,9.746485019328098,24.441023545155254
2021-02-06,3.0872669502503176,12.19098901377362,20.192326901431823
2021-02-07,3.1093494185220427,9.628898433593337,20.21129625755817
2021-02-08,2.915278772431039,11.254320788877987,23.287607159301928
2021-02-09,2.794095606685965,8.965486220441992,21.694778488407497
2021-02-10,3.674626977264659,11.45861029335847,20.70318109432792
2021-02-11,2.7156957815858815,11.526425608566429,20.670877479644094
2021-02-12,3.1180072828839087,10.008079223171567,18.83870215635752
2021-02-13,2.7279704311413604,10.114590789698044,18.817988297056072
2021-02-14,2.73107848808084,10.827065276443342,20.085122564755746
2021-02-15,3.566223957251654,9.690829741722304,22.88345079646381
2021-02-16,2.667654938088826,10.972011202750751,19.51503383857772
2021-02-17,3.623260832045081,9.839694236708816,19.358483898406273
2021-02-18,2.893444781793506,11.10632920636894,18.497408855373557
2021-02-19,2.948774040170784,11.098936120281715,15.200835323161172
2021-02-20,2.7294702870021523,9.374824343276938,17.39810222837391
2021-02-21,2.767851378564302,7.878643484557444,17.425412055248284
2021-02-22,3.0956607364793944,7.221293223859823,14.735666860964852
2021-02-23,2.9047792775232733,8.70344285890937,15.396261641734307
2021-02-24,2.2967835440026354,9.221743587843418,16.469295794338517
2021-02-25,2.3814121958193093,8.33918335395889,16.30546890399956
2021-02-26,2.554793310144475,7.535981862509367,14.158065787921807
2021-02-27,3.0024319379736464,7.697617438131962,13.95390058904799
2021-02-28,2.475688326065538,8.785534263918207,14.472911238954673
2021-03-01,3.5223839763058344,7.087097033711546,15.318911237742485
2021-03-02,2.767726595578305,7.219675299545101,12.868806806308136
2021-03-03,1.7462436487908368,4.623241152810414,12.438954990921413
2021-03-04,2.0346586514223857,5.742004568694888,13.072505790827297
2021-03-05,2.0127771183246512,10.457797841682089,16.267917768367365
2021-03-06,1.756332170931709,7.844109403800129,13.673546699160793
2021-03-07,1.840161187599117,6.723059620331699,11.611044799238046
2021-03-08,1.9293295965443644,7.637732796319025,12.679610877271639
2021-03-09,2.0245747862766335,8.924618435517388,13.592913802512221
2021-03-10,2.126322730645368,6.385058461389061,11.816515057494103
2021-03-11,1.1915650941403562,11.242998085168585,13.253927806096847
2021-03-12,2.5050061497672327,4.751432117042894,11.182061410651526
2021-03-13,2.3069931609598666,7.900367393825531,15.660459334541965
2021-03-14,2.2519208090906573,7.967892143412207,10.920809932676672
2021-03-15,2.1820817361059155,6.804684838560498,15.460487984784946
2021-03-16,1.1441468604222633,6.324898744030537,14.901812877189638
2021-03-17,1.3989025062024139,5.770162303037201,12.775934887049534
2021-03-18,1.8827466895038953,4.199343333459166,9.59951154927721
2021-03-19,1.0945087543832128,5.390618332441132,14.140494851892807
2021-03-20,3.2098889044096452,6.184028691291103,11.081778829039713
2021-03-21,1.9178851460891024,6.492547646615014,19.333358828487924
2021-03-22,2.5031089517035916,5.674041879807269,11.852808667574912
2021-03-23,1.8277635657525608,8.31736004341516,8.994830379336657
2021-03-24,0.8166553577257072,6.834660559628693,8.433202099089248
2021-03-25,1.7007615301658563,5.188668236799521,9.444301248399125
2021-03-26,1.7692989590572736,7.436268790331593,11.119085612175999
2021-03-27,1.5356229621097635,2.8221534724817565,9.267710129706844
2021-03-28,1.5973294778086338,4.413118530664996,6.511227165614855
2021-03-29,0.6639206400607149,3.827235900152136,9.582823255522614
2021-03-30,2.4120351363306582,7.161958472113036,12.933586222191748
2021-03-31,1.4298285892233067,4.958026082612691,14.329151448707092
2021-04-01,1.482202289865286,6.856718718141712,8.691420799721286
2021-04-02,1.1522610802914375,2.666809358226769,8.283660994779547
2021-04-03,1.196309461645688,6.465776620127881,13.934869464807125
2021-04-04,1.6553242963714305,6.716769800099975,10.985427991358163
2021-04-05,1.288770235316402,0.9974885012498805,3.844790823904814
2021-04-06,2.677027127133782,3.11324728453517,13.109079465167126
2021-04-07,0.9271850216330776,2.1616767715512926,17.991688177648708
2021-04-08,1.927800288060421,3.378099343038695,23.300382287948874
2021-04-09,0.0,3.520448858103157,15.12394138678775
2021-04-10,2.0874253659106383,3.6695340668386067,9.772141966743613
2021-04-11,1.6274682896719448,2.5419393955012866,12.792843333929236
2021-04-12,1.6878062987080427,10.531820051352673,16.041684660728883
2021-04-13,1.745592617441052,5.4358567828734925,12.531283875194973
2021-04-14,0.6001901129780899,4.196327439376202,4.342270137655325
2021-04-15,0.6174431914231895,5.7396956724988355,16.509129175436282
2021-04-16,1.2681256993766967,5.877666034011066,13.993673977431028
2021-04-17,1.9531062061024451,4.514015940884887,16.136358800173696
2021-04-18,1.3347542305592632,1.5362219444104366,18.358554893612855
2021-04-19,1.3665569067922778,3.128738247477963,15.51313062661403
2021-04-20,3.4962177521257054,7.952414475460897,12.459600772593491
2021-04-21,2.147744460654577,4.849794651834246,18.387147193950522
2021-04-22,3.662783983382574,4.929413113586202,9.504390340518814
2021-04-23,3.7454623172593355,0.0,19.666078587645185
2021-04-24,0.7654412920571333,3.403406830570821,8.160495778076147
2021-04-25,0.7795360016706433,6.92384216596441,10.56650670775172
2021-04-26,0.7917001430277029,0.0,10.938353082765083
2021-04-27,0.8024312653125353,5.36252477556949,6.798217033840347
2021-04-28,1.625175881145243,5.451938142125842,18.778871166495755
2021-04-29,2.467800104074586,1.8495271243800202,14.59659518801433
2021-04-30,2.497636835055067,3.7705418560976014,2.5237292518360825
2021-05-01,1.6858933912391405,7.696930547915071,2.625725652855088
2021-05-02,0.8529757861507408,0.0,19.111383531643884
2021-05-03,0.8629646125150423,2.0018556786496484,17.019591491761982
2021-05-04,1.7476240588165497,4.083452048220206,14.7235816977267
2021-05-05,0.0,12.508934766592771,12.224400563760105
2021-05-06,0.0,6.401735052235745,9.510578116855497
2021-05-07,0.917471138598475,4.376557961660579,3.2898304987395486
