,under 65 cases,65 to 84 cases,over 85 cases
20,54.53925020551876,23.901581722319857,25.03562945368171
21,47.91921949403608,43.201789423230544,54.964370546318285
22,42.29343425726296,39.09570218884806,49.358669833729216
23,38.556870530936386,35.08547691324493,42.32779097387173
24,35.98517162755348,34.142834318581244,39.42992874109264
25,26.844627817158102,32.816743888800126,36.8646080760095
26,20.807805059639218,22.687330244447995,19.7624703087886
27,36.00223356237689,20.226873302444478,20.42755344418052
28,32.45180003412387,31.15513660329126,39.42992874109264
29,31.217136386902638,27.46445119028599,36.627078384798104
30,29.234849777419303,26.713532513181022,31.116389548693586
31,26.118720044671246,23.72583479789104,26.7458432304038
32,20.407625133781078,21.872503594823453,25.938242280285035
33,18.619224147291032,16.024924109282633,15.05938242280285
34,26.86168975198151,14.810672631410768,15.24940617577197
35,23.503590761737836,20.72216008947116,26.128266033254157
36,23.362442028198725,17.830324332960537,20.807600950118765
37,21.848583083867165,17.36699153219364,19.95249406175772
38,18.693676226520452,15.961016136763062,17.292161520190025
39,14.366149121310357,15.289982425307558,17.197149643705465
40,13.806207442105753,10.44895350694999,10.1187648456057
41,18.57424268275659,9.95366671992331,9.311163895486937
42,16.55783220362644,18.149864195558397,20.760095011876484
43,16.00409486435762,15.114235500878733,14.86935866983373
44,15.253369732127622,13.260904297811152,14.109263657957245
45,14.3273719967117,12.893433455823613,14.394299287410927
46,10.635789734919577,12.573893593225755,10.451306413301662
47,10.395371562407904,8.787346221441124,8.31353919239905
48,16.88045788028726,8.084358523725834,7.553444180522566
49,14.797350746847421,12.621824572615434,14.631828978622327
50,13.768981402491043,10.033551685572775,11.306413301662706
51,13.626281583967986,8.467806358843266,9.92874109263658
52,12.20238556870531,8.387921393193801,10.451306413301662
53,9.557785671076918,6.822176066464292,6.840855106888361
54,9.498844441686959,4.809074932097779,4.465558194774347
55,13.571993609529867,4.505512062629813,3.847980997624703
56,11.262428068433868,7.029876977152901,9.358669833729216
57,10.142544710024662,6.614475155775683,7.7434679334916865
58,9.08315366598936,5.3043617191244605,5.843230403800475
59,7.899675823238356,5.19252276721521,5.653206650831353
60,5.749872035488825,4.585397028279278,4.608076009501188
61,5.563741837415272,3.6427544336155937,3.4679334916864613
62,8.144747250701865,3.403099536667199,3.32541567695962
63,7.905880163174141,5.400223677903818,5.843230403800475
64,7.19082998557491,4.569420035149385,4.5605700712589075
65,6.723953405407082,4.122064227512382,5.415676959619953
66,6.457166788168324,4.010225275603132,4.038004750593824
67,5.272137860433372,4.5534430420194925,3.7529691211401426
68,5.0487816227451106,2.9078127496405175,2.802850356294537
69,7.902777993206247,2.875858763380732,1.9952494061757717
70,7.482433962556809,4.297811151941205,3.6579572446555817
71,7.189278900590963,3.6267774404857005,3.3729216152019
72,6.739464255246546,3.4190765297970924,2.6128266033254155
73,6.587457926819811,2.9237897427704107,2.0427553444180524
74,4.9758806284996355,3.0356286946796613,2.4228028503562946
75,5.211645546059469,2.6841348458220162,1.9002375296912115
76,7.890369313334677,2.332640996964371,1.2826603325415677
77,6.8821640737696015,3.467007509186771,3.040380047505938
78,7.093111631586295,2.332640996964371,2.2802850356294537
79,6.649501326177661,2.8119507908611596,2.660332541567696
80,6.039924927486777,2.9717207221600894,2.517814726840855
81,4.890570954382591,2.700111838951909,1.9952494061757717
82,6.736362085278652,1.9012621824572615,1.2351543942992875
83,7.528966512075197,1.9491931618469405,1.4251781472684086
84,6.415287493601775,2.300687010704585,1.2351543942992875
85,7.538273021978874,2.3645949832241575,1.8052256532066508
86,6.497494997750927,2.1249400862757626,1.3776722090261282
87,5.253524840626018,1.725515258028439,1.6152019002375297
88,4.321322765274309,1.6775842786387603,1.330166270783848
89,6.1050704968125205,1.4539063748202588,0.8076009501187649
90,4.661010376758543,1.2941364435213294,0.8076009501187649
91,4.2701369608040824,1.5657453267295094,1.7577197149643706
92,4.603620232352531,2.061032113756191,1.5676959619952493
93,4.214297901382016,1.9811471481067262,1.1401425178147269
94,3.072699353197562,1.9012621824572615,1.2826603325415677
95,2.947061469497914,2.2367790381850137,1.1401425178147269
96,2.8260768407501047,1.9332161687170473,1.0451306413301662
97,3.1797242170898543,1.2781594503914364,0.4750593824228029
98,3.6729692419847684,1.8533312030675826,1.4726840855106889
99,3.7520745761660286,1.8693081961974758,1.520190023752969
100,3.603170417707186,1.7095382648985462,1.3776722090261282
101,3.3193218656450187,1.5497683335996164,0.6175771971496438
102,2.689581362162833,1.9012621824572615,0.9026128266033254
103,2.7950551410711792,1.1024125259626139,0.4750593824228029
104,3.227807851592189,1.054481546572935,0.8076009501187649
105,2.7159498068899195,1.8852851893273685,0.9026128266033254
106,2.788850801135394,1.6775842786387603,0.7125890736342043
107,2.615129282933412,1.7574692442882252,0.8551068883610451
108,2.568596733415024,1.5497683335996164,0.6175771971496438
109,1.898528020350235,1.374021409170794,0.665083135391924
110,3.1688666222022306,1.1822974916120788,0.332541567695962
111,3.0711482682136153,1.1503435053522926,0.4750593824228029
112,2.815219245862481,1.4698833679501517,0.42755344418052255
113,3.0897612880209704,1.2781594503914364,0.665083135391924
114,2.7423182516170064,1.437929381690366,0.42755344418052255
115,2.2878503513207487,1.2462054641316505,0.4750593824228029
116,1.738766267003769,0.8947116152740054,1.0451306413301662
117,2.616680367917358,0.7349416839750759,0.332541567695962
118,3.074250438181508,0.8787346221441126,0.332541567695962
119,2.4755316343782474,1.0864355328327209,0.23752969121140144
120,2.9672255742892153,1.374021409170794,0.6175771971496438
121,2.5267174388484746,1.1982744847419715,0.2850356294536817
122,2.0551876037288084,1.2142514778718645,0.4750593824228029
123,1.6612120178064558,1.2302284710017575,0.6175771971496438
124,1.7868499015061035,0.8627576290142195,0.2850356294536817
125,2.512757673992958,0.9905735740533631,0.4750593824228029
126,2.9966961889841945,0.9106886084038984,0.42755344418052255
127,3.021513548727335,1.2142514778718645,0.6175771971496438
128,2.6570085774999614,1.1024125259626139,0.5700712589073634
129,2.2723395014812864,0.9905735740533631,0.38004750593824227
130,1.7682368816987482,0.8148266496245407,0.6175771971496438
131,2.7500736765367373,0.8308036427544336,0.2850356294536817
132,3.2572784662871683,0.8308036427544336,0.38004750593824227
133,2.5623923934792385,1.2781594503914364,0.5700712589073634
134,2.6120271129655195,1.070458539702828,0.665083135391924
135,2.455367529586946,0.8787346221441126,0.6175771971496438
136,2.1591102976532084,0.9745965809234702,0.5225653206650831
137,1.8566487257836854,1.006550567183256,0.42755344418052255
138,2.2630329915776084,1.1024125259626139,0.38004750593824227
139,3.336383800468427,0.7828726633647547,0.332541567695962
140,3.193683981945371,1.1503435053522926,0.42755344418052255
141,3.2619317212390064,1.1982744847419715,0.5700712589073634
142,2.846240945541406,1.5497683335996164,0.5700712589073634
143,2.678723767275209,1.389998402300687,0.38004750593824227
144,2.255277566657877,1.3420674229110081,0.5700712589073634
145,2.770237781328039,0.9586195877935774,0.7600950118764845
146,3.9273471793519565,1.3260904297811151,0.4750593824228029
147,4.0266166183245184,1.4698833679501517,0.7600950118764845
148,4.588109382513068,1.7574692442882252,1.1401425178147269
149,4.436103054086334,1.9971241412366194,0.8551068883610451
150,4.22980875122148,1.9811471481067262,0.38004750593824227
151,3.5892106528516696,1.9811471481067262,0.2850356294536817
152,3.7846473608289,1.6775842786387603,0.5700712589073634
153,4.580353957593337,1.693561271768653,0.7125890736342043
154,6.5021482527027645,2.444479948873622,0.9976247030878859
155,7.394022118471871,2.2687330244447996,1.3776722090261282
156,7.50259806734811,2.428502955743729,1.520190023752969
157,7.142746351072575,2.396548969483943,0.9976247030878859
158,5.7979556699911585,3.115513660329126,1.1401425178147269
159,6.959718322966915,2.140917079405656,0.7125890736342043
160,9.94400583207954,2.140917079405656,0.6175771971496438
161,9.695832234648135,3.2273526122383767,1.4726840855106889
162,10.108420840377844,2.700111838951909,1.330166270783848
163,9.857145072978549,3.0356286946796613,1.2351543942992875
164,9.484884676831443,2.9397667359003035,1.330166270783848
165,7.918288843045711,3.275283591628056,1.852731591448931
166,8.931147337562626,2.5722958939127656,1.187648456057007
167,13.094259434474415,2.6841348458220162,0.5700712589073634
168,13.412231856183402,3.770570378654737,1.187648456057007
169,13.851188906640195,4.521489055759706,1.66270783847981
170,13.917885560949886,4.585397028279278,1.4726840855106889
171,12.808859797428301,5.016775842786387,1.6152019002375297
172,10.47137472662127,5.448154657293498,1.520190023752969
173,12.134137829411673,4.713212973318422,1.4251781472684086
174,18.811558685300366,5.607924588592427,1.6152019002375297
175,19.981076763195855,8.00447355807637,2.660332541567696
176,21.823765724124026,8.515737338232944,3.0878859857482186
177,22.251865179693194,8.244128455024764,2.7078384798099764
178,21.912177568208964,8.803323214571018,3.32541567695962
179,19.931442043709573,9.41044895350695,3.3729216152019
180,22.72494609979681,8.723438248921553,2.2327790973871733
181,34.59539948193762,8.387921393193801,2.7553444180522564
182,34.22313908579051,11.806997922990893,3.800475059382423
183,35.38645282375021,12.046652819939288,5.130641330166271
184,35.625319911277934,12.669755552005114,4.418052256532066
185,32.661196506956614,12.621824572615434,3.4679334916864613
186,30.405918940298736,13.788145071097619,4.89311163895487
187,32.15399171720619,13.03722639399265,3.847980997624703
188,44.47891299964325,12.781594503914365,2.8978622327790973
189,46.64732980720014,19.284230707780793,6.175771971496437
190,50.542104201889224,17.670554401661605,6.460807600950119
191,43.97481037986071,20.977791979549448,5.368171021377672
192,42.61140667897194,23.08675507269532,6.223277909738718
193,37.24155046454995,24.23709857804761,7.363420427553444
194,40.39490623691272,20.61032113756191,6.365795724465559
195,59.31038761613748,18.357565106247005,5.843230403800475
196,63.600688681732876,26.058475794855408,8.02850356294537
197,74.11704487288858,22.383767374980028,7.600950118764846
198,84.8614105566844,21.0896309314587,6.840855106888361
199,75.07096213801555,18.16584118868829,5.985748218527316
200,51.46189759736936,17.04745166959578,7.885985748218527
201,48.35817654449287,14.427224796293336,5.03562945368171
202,62.91355803384467,13.53251318101933,4.98812351543943
203,51.950489367312436,19.45997763220962,8.741092636579573
204,45.781824386158114,17.09538264898546,6.840855106888361
205,39.985419801150904,15.098258507748842,6.318289786223278
206,35.19566937072482,14.794695638280874,5.7957244655581945
207,29.140233593398584,14.92251158332002,7.553444180522566
208,28.28403468226024,12.989295414602973,6.460807600950119
209,37.85733120317662,12.44607764818661,5.225653206650831
210,37.44784476741481,18.27768014059754,8.408551068883611
211,39.033053621007895,19.140437769611758,7.600950118764846
212,36.71883482496006,19.124460776481868,7.885985748218527
213,31.70727924182966,20.674229110081484,6.460807600950119
214,26.410324021653146,20.06710337114555,8.931116389548693
215,26.79654418265577,16.39239495127017,4.5605700712589075
216,38.12101565044749,16.887681738296852,5.415676959619953
217,38.78488002357649,24.844224316983542,9.216152019002376
218,41.5675264847761,22.303882409330562,10.451306413301662
219,40.365435622217746,24.572615433775365,8.551068883610451
220,35.3724930588947,24.54066144751558,10.688836104513063
221,28.457756200462224,25.83479789103691,7.885985748218527
222,28.643886398535777,21.40917079405656,7.1258907363420425
223,40.0490142854927,21.536986739095703,7.268408551068884
224,39.237796838888805,29.541460297172073,10.878859857482185
225,41.398458221525956,28.391116791819783,9.97624703087886
226,39.118363295124944,28.902380571976355,11.591448931116389
227,35.07158257200912,28.998242530755714,9.596199524940618
228,30.041413969071368,28.16743888800128,9.691211401425178
229,29.928184765243287,25.41939606965969,8.076009501187649
230,43.42572629554373,26.36203866432337,7.505938242280285
231,43.78247584185138,38.84007029876977,14.726840855106888
232,44.28347629166602,33.80731746285349,13.254156769596198
233,40.80749484264243,33.280076689567025,12.826603325415679
234,35.60825797645453,33.58363955903499,11.68646080760095
235,31.49478059902902,31.842147307876655,10.736342042755345
236,31.139582137705325,24.87617830324333,7.173396674584323
237,41.57993516464767,25.706981945997764,8.978622327790973
238,38.84847450791829,30.947435692602653,11.35391923990499
239,38.39400660762203,39.41524205144592,12.256532066508314
240,36.379147213475825,32.065825211695156,13.064133016627078
241,33.14048176699602,33.21616871704745,12.731591448931118
242,27.78923857238138,33.50375459338552,11.591448931116389
