,India,European Union,United States
2021-02-08,8.39100000000001,239.18785714285715,336.33585714285704
2021-02-09,8.39400000000001,231.23257142857145,327.8331428571428
2021-02-10,8.396428571428581,224.26885714285714,316.41157142857134
2021-02-11,8.075714285714296,225.73885714285714,308.5501428571428
2021-02-12,8.120142857142866,211.86085714285713,293.54857142857145
2021-02-13,8.134142857142866,210.70171428571425,286.2697142857143
2021-02-14,8.115285714285724,208.21328571428572,275.6408571428572
2021-02-15,8.116428571428582,202.8242857142857,260.0480000000001
2021-02-16,8.17257142857144,201.93014285714284,245.84314285714296
2021-02-17,8.168285714285725,199.827,235.02785714285724
2021-02-18,8.570285714285724,200.11885714285714,219.56142857142868
2021-02-19,8.761857142857151,203.375,210.78242857142868
2021-02-20,8.976142857142866,206.73557142857143,204.05100000000013
2021-02-21,9.240142857142867,212.2094285714286,200.62385714285728
2021-02-22,9.391714285714297,212.05585714285715,201.5017142857144
2021-02-23,9.612428571428582,215.82885714285717,205.62071428571443
2021-02-24,10.011714285714296,223.34200000000004,207.612142857143
2021-02-25,10.36200000000001,228.43885714285716,210.88228571428587
2021-02-26,10.620285714285727,232.64857142857142,210.04028571428586
2021-02-27,10.877857142857154,238.4145714285714,207.04071428571442
2021-02-28,11.01357142857144,241.891,204.57071428571444
2021-03-01,11.189714285714297,242.9625714285714,205.43771428571443
2021-03-02,11.318857142857153,220.94571428571427,198.87628571428584
2021-03-03,11.388142857142867,222.89371428571425,195.62242857142869
2021-03-04,11.415142857142866,224.98371428571429,191.54400000000012
2021-03-05,11.601000000000008,227.7207142857143,186.84185714285726
2021-03-06,11.808285714285722,230.73157142857144,184.09171428571443
2021-03-07,12.128000000000009,234.04942857142856,179.62471428571442
2021-03-08,12.449142857142865,233.21514285714287,173.93071428571443
2021-03-09,12.75257142857144,261.90285714285716,174.18200000000016
2021-03-10,13.31642857142858,268.489,170.1798571428573
2021-03-11,13.983857142857152,272.30285714285714,167.77285714285728
2021-03-12,14.666857142857154,276.2698571428571,165.64600000000013
2021-03-13,15.346571428571439,284.4912857142857,163.37114285714298
2021-03-14,16.142857142857153,289.73171428571425,162.16871428571443
2021-03-15,17.085285714285725,295.20214285714286,167.188142857143
2021-03-16,18.222142857142867,303.61371428571425,165.5977142857144
2021-03-17,19.56957142857144,305.65828571428574,166.12257142857155
2021-03-18,21.27157142857144,317.7285714285714,165.28700000000012
