date,hospitalCases,newAdmissions,stay length
2020-12-28,21964.0,2507.0,8.878734145452668
2020-12-29,22544.14285714286,2617.0,8.763825439606682
2020-12-30,23305.428571428572,2762.0,8.583620016985934
2020-12-31,24019.85714285714,2881.0,8.405630665427989
2021-01-01,24801.428571428572,3050.4285714285716,8.155430093266643
2021-01-02,25634.428571428572,3180.285714285714,8.073332310649246
2021-01-03,26530.0,3291.285714285714,8.077569858869326
2021-01-04,27490.85714285714,3406.1428571428573,8.097622919108467
2021-01-05,28224.714285714286,3530.0,8.039286640582885
2021-01-06,28995.428571428572,3687.714285714286,7.92479489238586
2021-01-07,29853.285714285714,3884.4285714285716,7.706780387416247
2021-01-08,30908.85714285714,3974.4285714285716,7.794424756767534
2021-01-09,31833.285714285714,4072.5714285714284,7.8278438897452505
2021-01-10,32741.571428571428,4113.285714285715,7.976396317009061
2021-01-11,33595.28571428572,4166.571428571428,8.07783080109539
2021-01-12,34494.57142857143,4232.714285714285,8.166533816876136
2021-01-13,35286.142857142855,4208.428571428572,8.395860659297153
2021-01-14,36015.857142857145,4181.0,8.62462653438767
2021-01-15,36637.857142857145,4135.142857142857,8.899153148485349
2021-01-16,37164.0,4108.285714285715,9.089012332431626
2021-01-17,37560.857142857145,4081.8571428571427,9.25834903668123
2021-01-18,37918.42857142857,4046.5714285714284,9.420466099866546
2021-01-19,38184.857142857145,3986.714285714286,9.600717993365054
2021-01-20,38363.71428571428,3961.1428571428573,9.701114981076387
2021-01-21,38416.28571428572,3894.4285714285716,9.884399037120911
2021-01-22,38434.142857142855,3853.5714285714284,10.0146150479482
2021-01-23,38388.857142857145,3735.5714285714284,10.363208710608152
2021-01-24,38326.142857142855,3644.285714285714,10.642052080076203
2021-01-25,38112.142857142855,3482.5714285714284,11.102379847079174
2021-01-26,37862.857142857145,3337.8571428571427,11.452571617891774
2021-01-27,37402.0,3197.0,11.743314259176685
2021-01-28,36952.0,3112.4285714285716,11.886676020400687
2021-01-29,36322.0,3011.5714285714284,12.07582406254376
2021-01-30,35695.857142857145,2920.1428571428573,12.266999825284028
2021-01-31,34961.142857142855,2819.285714285714,12.470604181974204
2021-02-01,34276.142857142855,2772.0,12.441486843403638
2021-02-02,33514.142857142855,2676.5714285714284,12.5879322922693
2021-02-03,32813.0,2576.714285714286,12.782543000933602
2021-02-04,32028.0,2448.285714285714,13.104339942882584
2021-02-05,31247.428571428572,2351.1428571428573,13.325790042029505
2021-02-06,30375.85714285714,2268.1428571428573,13.451089841576374
2021-02-07,29549.14285714286,2188.8571428571427,13.585546847622467
2021-02-08,28660.85714285714,2091.8571428571427,13.763612615820856
2021-02-09,27792.428571428572,1988.142857142857,14.026369065080615
2021-02-10,26908.285714285714,1897.7142857142858,14.194223810917437
2021-02-11,26050.714285714286,1831.4285714285713,14.225609825792201
2021-02-12,25185.14285714286,1760.2857142857142,14.319527983284997
2021-02-13,24336.0,1693.857142857143,14.387069229659618
2021-02-14,23515.14285714286,1649.0,14.276031760268637
2021-02-15,22693.85714285714,1589.142857142857,14.284321719740104
2021-02-16,21912.0,1551.857142857143,14.126491885760688
2021-02-17,21202.428571428572,1506.5714285714287,14.077778647006687
2021-02-18,20504.0,1457.7142857142858,14.065213533746064
2021-02-19,19866.285714285714,1424.0,13.956412217733918
2021-02-20,19305.14285714286,1375.5714285714287,14.095346936842853
2021-02-21,18705.571428571428,1321.4285714285713,14.219618790896789
2021-02-22,18114.285714285714,1266.7142857142858,14.375240658454883
2021-02-23,17528.571428571428,1213.4285714285713,14.49700115890171
2021-02-24,16969.285714285714,1158.0,14.699315664249307
2021-02-25,16444.571428571428,1105.4285714285713,14.910187603959026
2021-02-26,15904.142857142857,1047.142857142857,15.233012710290515
2021-02-27,15365.142857142857,997.7142857142857,15.551422669091703
2021-02-28,14783.857142857143,942.5714285714286,15.842077472211672
2021-03-01,14218.0,900.1428571428571,15.931964456880971
2021-03-02,13650.0,859.4285714285714,15.953950850913964
2021-03-03,13077.0,815.7142857142857,16.083842807696676
2021-03-04,12517.57142857143,777.8571428571429,16.1141348517447
2021-03-05,11979.714285714286,740.1428571428571,16.243228504770673
2021-03-06,11471.42857142857,725.2857142857143,15.862944985926463
2021-03-07,10995.857142857143,692.0,16.00837344922025
2021-03-08,10507.285714285714,657.0,16.114470470854727
2021-03-09,10060.142857142857,620.5714285714286,16.257960416130185
2021-03-10,9619.142857142857,599.5714285714286,16.07791061843333
2021-03-11,9209.57142857143,577.7142857142857,15.951272647584833
2021-03-12,8840.42857142857,560.7142857142857,15.791935657363032
2021-03-13,8508.0,535.5714285714286,15.90228646021904
2021-03-14,8201.714285714286,519.7142857142857,15.84005455253059
2021-03-15,7877.857142857143,508.85714285714283,15.549495028721065
2021-03-16,7569.0,489.0,15.549749049311872
2021-03-17,7304.571428571428,471.7142857142857,15.533501493986805
2021-03-18,7030.857142857143,457.2857142857143,15.395165798501887
2021-03-19,6766.857142857143,443.14285714285717,15.299890207950707
2021-03-20,6507.285714285715,429.2857142857143,15.196547702919327
2021-03-21,6240.571428571428,419.57142857142856,14.917796202319087
2021-03-22,5986.857142857143,399.57142857142856,15.01381207533496
2021-03-23,5744.428571428572,389.0,14.800908448906743
2021-03-24,5500.857142857143,375.0,14.694967665294707
2021-03-25,5277.0,359.14285714285717,14.675262939662279
2021-03-26,5077.714285714285,347.2857142857143,14.620586468852
2021-03-27,4916.0,334.0,14.773637555877785
2021-03-28,4735.428571428572,321.85714285714283,14.791044518662899
2021-03-29,4559.0,306.14285714285717,15.033600074218455
2021-03-30,4391.142857142857,290.42857142857144,15.241643716880438
2021-03-31,4228.428571428572,279.14285714285717,15.225082958491708
2021-04-01,4081.714285714286,264.2857142857143,15.45899861548429
2021-04-02,3923.1428571428573,255.57142857142858,15.343308723862021
2021-04-03,3752.8571428571427,248.57142857142858,15.09227936028653
2021-04-04,3616.285714285714,237.71428571428572,15.247570047990186
2021-04-05,3481.714285714286,235.42857142857142,14.836424748844886
2021-04-06,3362.714285714286,230.71428571428572,14.631045084366987
2021-04-07,3259.4285714285716,225.85714285714286,14.478972226433177
2021-04-08,3161.5714285714284,221.85714285714286,14.299016798904935
2021-04-09,3078.285714285714,217.14285714285714,14.219840824717792
2021-04-10,2993.4285714285716,211.57142857142858,14.200883928711715
2021-04-11,2896.285714285714,212.42857142857142,13.650094447431227
2021-04-12,2787.285714285714,208.28571428571428,13.399413962604399
2021-04-13,2682.285714285714,202.28571428571428,13.286364883001793
2021-04-14,2578.8571428571427,196.71428571428572,13.123726088882322
2021-04-15,2482.1428571428573,190.28571428571428,13.079502658691334
2021-04-16,2388.8571428571427,183.57142857142858,13.070635417527352
2021-04-17,2301.0,180.0,12.841779401163555
2021-04-18,2220.1428571428573,171.28571428571428,13.04790457295125
2021-04-19,2150.8571428571427,167.28571428571428,12.931063690256709
2021-04-20,2082.0,160.57142857142858,13.08353927602165
2021-04-21,2024.5714285714287,157.0,12.99214582641123
2021-04-22,1966.857142857143,151.0,13.194244057007817
2021-04-23,1911.0,150.71428571428572,12.858989133176767
2021-04-24,1859.2857142857142,146.42857142857142,12.886000887245483
2021-04-25,1808.2857142857142,146.0,12.56009013441521
2021-04-26,1757.0,139.57142857142858,12.723510047835124
2021-04-27,1706.2857142857142,144.14285714285714,12.02239000262229
2021-04-28,1652.142857142857,135.28571428571428,12.424733782561434
2021-04-29,1605.2857142857142,132.57142857142858,12.364445667315335
2021-04-30,1550.4285714285713,126.14285714285714,12.524814330909805
2021-05-01,1495.0,122.14285714285714,12.493028616624091
2021-05-02,1446.0,119.42857142857143,12.349849605889363
2021-05-03,1396.4285714285713,118.14285714285714,12.077254315001388
2021-05-04,1356.857142857143,108.85714285714286,12.554989868246903
2021-05-05,1317.2857142857142,110.0,12.081185385268109
2021-05-06,1273.7142857142858,112.85714285714286,11.369994909077633
2021-05-07,1243.7142857142858,111.71428571428571,11.2148128362485
2021-05-08,1222.4285714285713,113.0,10.86807627006239
2021-05-09,1198.7142857142858,110.57142857142857,10.892085873903929
2021-05-10,1174.0,107.71428571428571,10.945320428440876
2021-05-11,1147.142857142857,108.28571428571429,10.619867474982263
2021-05-12,1122.857142857143,108.42857142857143,10.401266866551149
2021-05-13,1100.2857142857142,106.14285714285714,10.396138661422942
2021-05-14,1074.5714285714287,104.85714285714286,10.276051917047772
2021-05-15,1050.142857142857,102.14285714285714,10.318661499106895
2021-05-16,1024.857142857143,98.71428571428571,10.475416508803082
