,Belgium,France,Germany,Italy,Netherlands,Poland,Spain,Sweden,Switzerland,United Kingdom
2021-03-13,-36.42857142857143,-39.857142857142854,-38.857142857142854,-39.285714285714285,-43.857142857142854,-25.857142857142858,-34.142857142857146,-25.428571428571427,-35.857142857142854,-52.57142857142857
2021-03-14,-37.42857142857143,-40.857142857142854,-40.0,-39.857142857142854,-44.142857142857146,-25.857142857142858,-32.857142857142854,-25.142857142857142,-37.142857142857146,-52.857142857142854
2021-03-15,-38.142857142857146,-41.285714285714285,-40.0,-41.714285714285715,-44.42857142857143,-27.0,-32.42857142857143,-25.428571428571427,-38.142857142857146,-52.857142857142854
2021-03-16,-38.57142857142857,-41.57142857142857,-39.714285714285715,-42.857142857142854,-44.142857142857146,-27.142857142857142,-32.0,-25.0,-38.42857142857143,-52.857142857142854
2021-03-17,-38.857142857142854,-41.714285714285715,-40.0,-44.142857142857146,-42.0,-27.714285714285715,-31.714285714285715,-24.428571428571427,-39.142857142857146,-52.0
2021-03-18,-38.714285714285715,-41.57142857142857,-39.57142857142857,-45.42857142857143,-41.285714285714285,-27.0,-31.142857142857142,-22.857142857142858,-38.857142857142854,-51.714285714285715
2021-03-19,-38.0,-41.142857142857146,-39.42857142857143,-46.42857142857143,-40.285714285714285,-26.714285714285715,-31.857142857142858,-21.857142857142858,-39.42857142857143,-51.57142857142857
2021-03-20,-37.42857142857143,-41.285714285714285,-38.714285714285715,-48.42857142857143,-39.142857142857146,-28.428571428571427,-31.857142857142858,-21.428571428571427,-39.42857142857143,-51.714285714285715
2021-03-21,-37.142857142857146,-41.57142857142857,-38.57142857142857,-50.142857142857146,-38.57142857142857,-29.857142857142858,-31.857142857142858,-20.857142857142858,-38.285714285714285,-51.285714285714285
2021-03-22,-37.0,-41.57142857142857,-38.285714285714285,-49.42857142857143,-38.0,-30.714285714285715,-31.857142857142858,-20.428571428571427,-37.714285714285715,-51.0
2021-03-23,-36.0,-41.42857142857143,-38.142857142857146,-49.0,-37.42857142857143,-31.714285714285715,-31.857142857142858,-19.857142857142858,-37.285714285714285,-50.857142857142854
2021-03-24,-34.142857142857146,-41.285714285714285,-37.142857142857146,-48.57142857142857,-38.285714285714285,-32.285714285714285,-31.714285714285715,-19.571428571428573,-36.42857142857143,-50.714285714285715
2021-03-25,-32.42857142857143,-41.285714285714285,-36.57142857142857,-48.142857142857146,-37.57142857142857,-32.42857142857143,-31.571428571428573,-18.285714285714285,-35.714285714285715,-50.42857142857143
2021-03-26,-31.285714285714285,-41.714285714285715,-36.0,-48.142857142857146,-37.285714285714285,-32.285714285714285,-30.428571428571427,-17.428571428571427,-34.57142857142857,-50.42857142857143
2021-03-27,-33.57142857142857,-41.714285714285715,-36.42857142857143,-47.285714285714285,-37.42857142857143,-33.0,-30.0,-16.428571428571427,-34.0,-50.142857142857146
2021-03-28,-34.0,-41.285714285714285,-34.857142857142854,-46.42857142857143,-37.57142857142857,-29.142857142857142,-29.285714285714285,-16.428571428571427,-31.857142857142858,-50.57142857142857
2021-03-29,-34.42857142857143,-41.0,-33.857142857142854,-45.857142857142854,-36.714285714285715,-30.0,-28.285714285714285,-15.714285714285714,-30.714285714285715,-50.0
2021-03-30,-34.42857142857143,-40.57142857142857,-32.42857142857143,-44.857142857142854,-35.42857142857143,-29.571428571428573,-27.142857142857142,-14.428571428571429,-29.714285714285715,-49.142857142857146
2021-03-31,-35.857142857142854,-40.0,-31.142857142857142,-43.857142857142854,-34.285714285714285,-29.857142857142858,-25.142857142857142,-12.857142857142858,-28.571428571428573,-48.285714285714285
2021-04-01,-37.0,-38.714285714285715,-29.714285714285715,-42.42857142857143,-33.57142857142857,-31.0,-24.857142857142858,-11.142857142857142,-26.857142857142858,-46.857142857142854
2021-04-02,-38.714285714285715,-37.714285714285715,-35.714285714285715,-41.142857142857146,-33.285714285714285,-32.857142857142854,-27.285714285714285,-15.142857142857142,-31.714285714285715,-46.57142857142857
2021-04-03,-37.42857142857143,-36.857142857142854,-35.42857142857143,-41.42857142857143,-32.42857142857143,-35.714285714285715,-27.285714285714285,-18.0,-31.714285714285715,-46.57142857142857
2021-04-04,-37.285714285714285,-36.857142857142854,-37.0,-43.714285714285715,-33.857142857142854,-42.142857142857146,-27.142857142857142,-18.714285714285715,-32.857142857142854,-48.142857142857146
2021-04-05,-41.57142857142857,-40.714285714285715,-44.714285714285715,-48.285714285714285,-37.285714285714285,-48.57142857142857,-28.142857142857142,-21.714285714285715,-38.42857142857143,-49.0
2021-04-06,-42.42857142857143,-42.142857142857146,-46.714285714285715,-48.857142857142854,-39.714285714285715,-50.714285714285715,-28.714285714285715,-22.571428571428573,-39.0,-49.42857142857143
2021-04-07,-43.57142857142857,-43.714285714285715,-49.714285714285715,-49.42857142857143,-42.285714285714285,-52.57142857142857,-30.571428571428573,-23.571428571428573,-40.42857142857143,-50.0
2021-04-08,-43.42857142857143,-45.714285714285715,-51.857142857142854,-50.142857142857146,-43.285714285714285,-54.0,-30.857142857142858,-25.285714285714285,-41.857142857142854,-51.0
2021-04-09,-43.142857142857146,-47.57142857142857,-46.42857142857143,-50.714285714285715,-43.714285714285715,-53.714285714285715,-28.714285714285715,-22.285714285714285,-37.142857142857146,-50.857142857142854
2021-04-10,-44.285714285714285,-49.714285714285715,-47.142857142857146,-50.0,-45.0,-49.714285714285715,-29.142857142857142,-19.714285714285715,-37.285714285714285,-51.142857142857146
2021-04-11,-44.57142857142857,-51.142857142857146,-46.285714285714285,-48.142857142857146,-43.142857142857146,-42.42857142857143,-30.142857142857142,-19.285714285714285,-37.285714285714285,-48.714285714285715
2021-04-12,-39.57142857142857,-47.714285714285715,-40.285714285714285,-43.285714285714285,-40.42857142857143,-35.285714285714285,-29.857142857142858,-17.0,-32.714285714285715,-44.714285714285715
2021-04-13,-38.714285714285715,-47.142857142857146,-40.285714285714285,-42.142857142857146,-39.0,-33.857142857142854,-30.428571428571427,-17.714285714285715,-32.857142857142854,-42.0
2021-04-14,-37.857142857142854,-47.0,-39.714285714285715,-41.0,-37.857142857142854,-32.857142857142854,-30.714285714285715,-18.0,-32.57142857142857,-39.142857142857146
2021-04-15,-38.142857142857146,-46.714285714285715,-39.857142857142854,-40.42857142857143,-37.42857142857143,-32.285714285714285,-31.285714285714285,-18.428571428571427,-33.0,-36.42857142857143
2021-04-16,-38.285714285714285,-46.57142857142857,-40.142857142857146,-39.857142857142854,-37.0,-32.857142857142854,-31.142857142857142,-18.0,-33.142857142857146,-33.857142857142854
2021-04-17,-37.0,-46.42857142857143,-40.0,-38.857142857142854,-35.714285714285715,-33.285714285714285,-30.714285714285715,-18.285714285714285,-33.285714285714285,-31.0
2021-04-18,-35.285714285714285,-45.57142857142857,-40.0,-37.857142857142854,-34.42857142857143,-35.285714285714285,-30.142857142857142,-17.142857142857142,-34.0,-28.285714285714285
2021-04-19,-35.857142857142854,-45.57142857142857,-40.0,-37.0,-34.0,-34.714285714285715,-30.142857142857142,-15.714285714285714,-32.285714285714285,-29.142857142857142
2021-04-20,-36.142857142857146,-45.42857142857143,-39.42857142857143,-36.42857142857143,-33.142857142857146,-33.42857142857143,-30.0,-14.285714285714286,-31.0,-29.571428571428573
2021-04-21,-35.857142857142854,-45.285714285714285,-39.0,-36.142857142857146,-32.57142857142857,-31.714285714285715,-30.0,-13.857142857142858,-30.0,-30.0
2021-04-22,-35.857142857142854,-45.142857142857146,-38.857142857142854,-35.857142857142854,-32.142857142857146,-30.428571428571427,-29.714285714285715,-14.428571428571429,-28.571428571428573,-30.142857142857142
2021-04-23,-35.714285714285715,-44.857142857142854,-38.42857142857143,-35.42857142857143,-31.714285714285715,-29.428571428571427,-29.285714285714285,-13.714285714285714,-26.571428571428573,-30.0
2021-04-24,-35.285714285714285,-44.57142857142857,-38.285714285714285,-34.857142857142854,-31.571428571428573,-28.571428571428573,-29.285714285714285,-12.857142857142858,-24.571428571428573,-29.571428571428573
2021-04-25,-35.285714285714285,-44.285714285714285,-36.42857142857143,-33.57142857142857,-31.428571428571427,-25.571428571428573,-30.142857142857142,-12.857142857142858,-19.857142857142858,-29.285714285714285
2021-04-26,-33.57142857142857,-44.57142857142857,-36.285714285714285,-32.42857142857143,-28.857142857142858,-25.428571428571427,-30.142857142857142,-13.142857142857142,-19.857142857142858,-29.142857142857142
2021-04-27,-32.142857142857146,-44.714285714285715,-36.42857142857143,-31.571428571428573,-28.142857142857142,-25.0,-30.142857142857142,-13.0,-19.428571428571427,-29.285714285714285
2021-04-28,-30.571428571428573,-44.57142857142857,-36.285714285714285,-30.428571428571427,-25.571428571428573,-24.285714285714285,-29.714285714285715,-12.428571428571429,-19.428571428571427,-29.428571428571427
2021-04-29,-29.714285714285715,-44.57142857142857,-36.42857142857143,-29.285714285714285,-25.0,-23.0,-29.142857142857142,-11.0,-20.0,-29.428571428571427
2021-04-30,-27.857142857142858,-44.0,-36.142857142857146,-27.571428571428573,-24.0,-20.142857142857142,-28.285714285714285,-11.285714285714286,-21.285714285714285,-29.0
2021-05-01,-30.285714285714285,-47.285714285714285,-39.857142857142854,-29.571428571428573,-22.0,-25.142857142857142,-29.857142857142858,-12.857142857142858,-24.714285714285715,-28.571428571428573
2021-05-02,-29.857142857142858,-46.0,-41.42857142857143,-27.428571428571427,-20.428571428571427,-29.857142857142858,-26.142857142857142,-12.571428571428571,-28.285714285714285,-27.857142857142858
2021-05-03,-28.571428571428573,-44.57142857142857,-40.714285714285715,-26.428571428571427,-19.571428571428573,-34.857142857142854,-25.142857142857142,-12.571428571428571,-27.428571428571427,-28.571428571428573
2021-05-04,-29.0,-43.714285714285715,-41.42857142857143,-25.571428571428573,-19.714285714285715,-31.714285714285715,-24.142857142857142,-13.428571428571429,-27.857142857142858,-28.714285714285715
2021-05-05,-28.857142857142858,-42.857142857142854,-42.285714285714285,-25.0,-19.857142857142858,-30.285714285714285,-23.571428571428573,-14.714285714285714,-28.0,-28.571428571428573
2021-05-06,-28.142857142857142,-42.42857142857143,-42.285714285714285,-24.142857142857142,-18.0,-28.857142857142858,-23.142857142857142,-15.714285714285714,-28.571428571428573,-28.428571428571427
2021-05-07,-28.0,-42.0,-42.857142857142854,-24.0,-17.0,-29.285714285714285,-23.285714285714285,-15.857142857142858,-28.142857142857142,-28.714285714285715
2021-05-08,-22.0,-39.0,-38.42857142857143,-20.0,-17.714285714285715,-21.714285714285715,-20.857142857142858,-14.428571428571429,-24.142857142857142,-30.285714285714285
2021-05-09,-18.428571428571427,-39.42857142857143,-35.0,-19.0,-17.571428571428573,-15.428571428571429,-23.571428571428573,-15.0,-19.428571428571427,-30.857142857142858
2021-05-10,-18.142857142857142,-39.857142857142854,-35.0,-19.142857142857142,-18.571428571428573,-7.0,-23.857142857142858,-14.857142857142858,-20.857142857142858,-30.428571428571427
2021-05-11,-16.142857142857142,-39.57142857142857,-33.857142857142854,-19.857142857142858,-17.285714285714285,-7.142857142857143,-23.714285714285715,-13.857142857142858,-21.428571428571427,-29.857142857142858
2021-05-12,-12.714285714285714,-38.57142857142857,-31.428571428571427,-19.714285714285715,-16.142857142857142,-6.142857142857143,-23.428571428571427,-10.571428571428571,-19.714285714285715,-29.285714285714285
2021-05-13,-13.857142857142858,-40.142857142857146,-35.142857142857146,-19.571428571428573,-15.857142857142858,-5.428571428571429,-23.285714285714285,-11.0,-23.857142857142858,-29.571428571428573
2021-05-14,-10.857142857142858,-40.0,-33.857142857142854,-19.714285714285715,-14.714285714285714,-4.714285714285714,-22.857142857142858,-10.142857142857142,-22.285714285714285,-29.428571428571427
2021-05-15,-12.0,-39.42857142857143,-34.142857142857146,-19.714285714285715,-14.428571428571429,-3.4285714285714284,-22.428571428571427,-10.571428571428571,-24.285714285714285,-28.285714285714285
2021-05-16,-14.285714285714286,-39.857142857142854,-36.714285714285715,-20.428571428571427,-14.857142857142858,-4.714285714285714,-21.714285714285715,-10.0,-29.285714285714285,-28.571428571428573
2021-05-17,-15.0,-39.857142857142854,-36.42857142857143,-19.857142857142858,-15.428571428571429,-5.0,-21.428571428571427,-10.0,-29.285714285714285,-27.285714285714285
2021-05-18,-15.0,-40.142857142857146,-36.142857142857146,-18.428571428571427,-15.428571428571429,-5.857142857142857,-21.285714285714285,-9.857142857142858,-28.857142857142858,-26.285714285714285
2021-05-19,-17.714285714285715,-37.57142857142857,-36.857142857142854,-18.0,-17.285714285714285,-6.142857142857143,-21.142857142857142,-11.428571428571429,-30.714285714285715,-25.285714285714285
2021-05-20,-15.0,-32.285714285714285,-31.428571428571427,-17.142857142857142,-17.142857142857142,-5.857142857142857,-20.571428571428573,-9.428571428571429,-25.0,-24.571428571428573
2021-05-21,-17.285714285714285,-29.857142857142858,-31.428571428571427,-16.0,-18.571428571428573,-5.285714285714286,-20.428571428571427,-9.571428571428571,-27.142857142857142,-24.285714285714285
2021-05-22,-18.0,-26.0,-30.428571428571427,-15.142857142857142,-18.428571428571427,-6.0,-20.571428571428573,-9.142857142857142,-25.714285714285715,-22.857142857142858
2021-05-23,-15.714285714285714,-21.0,-28.857142857142858,-13.428571428571429,-18.142857142857142,-5.142857142857143,-21.142857142857142,-9.571428571428571,-20.571428571428573,-21.714285714285715
2021-05-24,-19.714285714285715,-19.571428571428573,-32.42857142857143,-14.285714285714286,-17.142857142857142,-4.285714285714286,-20.714285714285715,-9.142857142857142,-24.857142857142858,-22.0
2021-05-25,-20.285714285714285,-16.857142857142858,-31.428571428571427,-13.857142857142858,-17.142857142857142,-3.5714285714285716,-20.428571428571427,-8.714285714285714,-24.0,-22.0
2021-05-26,-20.0,-17.714285714285715,-31.142857142857142,-13.142857142857142,-16.571428571428573,-2.142857142857143,-20.142857142857142,-9.0,-22.857142857142858,-21.857142857142858
2021-05-27,-20.0,-17.714285714285715,-31.0,-12.714285714285714,-17.142857142857142,-1.7142857142857142,-20.0,-8.714285714285714,-22.714285714285715,-20.142857142857142
2021-05-28,-18.428571428571427,-16.857142857142858,-29.571428571428573,-12.142857142857142,-15.571428571428571,-1.0,-19.428571428571427,-7.571428571428571,-20.285714285714285,-18.142857142857142
2021-05-29,-16.0,-16.0,-27.714285714285715,-11.571428571428571,-13.714285714285714,0.14285714285714285,-18.714285714285715,-5.714285714285714,-19.714285714285715,-17.285714285714285
2021-05-30,-14.714285714285714,-14.571428571428571,-24.285714285714285,-10.857142857142858,-9.428571428571429,2.7142857142857144,-17.428571428571427,-2.4285714285714284,-18.857142857142858,-14.571428571428571
2021-05-31,-7.857142857142857,-12.285714285714286,-17.0,-8.714285714285714,-7.428571428571429,4.142857142857143,-16.857142857142858,-1.1428571428571428,-12.0,-12.0
2021-06-01,-4.857142857142857,-11.285714285714286,-14.285714285714286,-6.571428571428571,-5.0,7.857142857142857,-16.428571428571427,-0.14285714285714285,-10.571428571428571,-9.857142857142858
2021-06-02,-2.4285714285714284,-10.428571428571429,-10.428571428571429,-6.428571428571429,-2.857142857142857,10.714285714285714,-15.571428571428571,1.5714285714285714,-9.142857142857142,-8.285714285714286
2021-06-03,-1.2857142857142858,-10.285714285714286,-11.285714285714286,-5.857142857142857,-1.7142857142857142,6.571428571428571,-15.142857142857142,2.5714285714285716,-8.571428571428571,-7.428571428571429
2021-06-04,-2.2857142857142856,-10.571428571428571,-9.571428571428571,-5.428571428571429,-2.0,8.285714285714286,-14.857142857142858,2.857142857142857,-8.0,-7.714285714285714
2021-06-05,-2.857142857142857,-10.571428571428571,-9.0,-5.285714285714286,-2.142857142857143,8.285714285714286,-14.857142857142858,2.5714285714285716,-8.0,-8.0
2021-06-06,-2.4285714285714284,-11.428571428571429,-11.285714285714286,-5.571428571428571,-2.7142857142857144,11.0,-14.571428571428571,2.0,-9.285714285714286,-9.428571428571429
2021-06-07,-2.2857142857142856,-11.285714285714286,-11.714285714285714,-5.714285714285714,-2.7142857142857144,10.571428571428571,-14.142857142857142,2.4285714285714284,-10.285714285714286,-10.714285714285714
2021-06-08,-2.5714285714285716,-11.142857142857142,-12.142857142857142,-6.857142857142857,-2.5714285714285716,8.285714285714286,-13.714285714285714,2.857142857142857,-11.0,-11.571428571428571
2021-06-09,-1.7142857142857142,-9.857142857142858,-13.0,-6.0,-2.2857142857142856,6.285714285714286,-13.714285714285714,3.4285714285714284,-11.285714285714286,-12.285714285714286
2021-06-10,-0.2857142857142857,-8.857142857142858,-9.428571428571429,-5.571428571428571,-1.1428571428571428,12.142857142857142,-13.285714285714286,4.285714285714286,-10.285714285714286,-13.142857142857142
2021-06-11,2.142857142857143,-7.714285714285714,-9.571428571428571,-5.714285714285714,-0.42857142857142855,11.571428571428571,-13.428571428571429,4.142857142857143,-10.428571428571429,-13.428571428571429
2021-06-12,3.2857142857142856,-7.428571428571429,-8.857142857142858,-5.571428571428571,0.0,12.0,-13.571428571428571,3.5714285714285716,-10.428571428571429,-13.571428571428571
2021-06-13,3.4285714285714284,-6.428571428571429,-5.714285714285714,-5.285714285714286,0.14285714285714285,9.428571428571429,-14.0,3.2857142857142856,-9.285714285714286,-14.142857142857142
2021-06-14,3.7142857142857144,-5.857142857142857,-5.142857142857143,-4.857142857142857,-0.14285714285714285,9.428571428571429,-14.142857142857142,2.857142857142857,-8.428571428571429,-14.428571428571429
2021-06-15,4.0,-5.285714285714286,-4.714285714285714,-4.571428571428571,-0.42857142857142855,9.714285714285714,-14.142857142857142,2.5714285714285716,-7.857142857142857,-14.571428571428571
2021-06-16,3.0,-6.142857142857143,-4.714285714285714,-4.571428571428571,-0.8571428571428571,10.0,-14.142857142857142,2.2857142857142856,-7.571428571428571,-14.714285714285714
2021-06-17,2.0,-6.571428571428571,-5.428571428571429,-4.714285714285714,-2.142857142857143,9.857142857142858,-14.714285714285714,1.4285714285714286,-8.142857142857142,-15.142857142857142
2021-06-18,1.2857142857142858,-6.857142857142857,-6.0,-4.571428571428571,-3.0,9.571428571428571,-14.857142857142858,0.8571428571428571,-8.714285714285714,-15.714285714285714
2021-06-19,1.0,-7.428571428571429,-7.0,-4.857142857142857,-3.0,9.142857142857142,-15.142857142857142,0.7142857142857143,-9.0,-15.714285714285714
2021-06-20,0.7142857142857143,-7.428571428571429,-8.428571428571429,-5.571428571428571,-3.7142857142857144,10.0,-15.142857142857142,0.2857142857142857,-11.0,-15.0
2021-06-21,0.42857142857142855,-7.142857142857143,-9.142857142857142,-5.714285714285714,-5.428571428571429,10.0,-14.714285714285714,1.0,-11.428571428571429,-15.571428571428571
2021-06-22,-0.42857142857142855,-7.857142857142857,-9.714285714285714,-5.857142857142857,-6.0,9.571428571428571,-14.285714285714286,1.7142857142857142,-11.714285714285714,-15.857142857142858
