date,under 65,65 to 84,85+
2021-01-15,89.04134158371447,92.09943810658947,88.95878165866579
2021-01-16,89.01443816698053,90.81389409160566,88.99188876013905
2021-01-17,88.97856694466864,89.88591861059083,88.41251448435689
2021-01-18,87.92036588646758,89.49429593052955,88.09799702036086
2021-01-19,87.17603802349564,88.02145411203814,86.2605528885946
2021-01-20,87.18500582907362,86.48901753788525,86.54196325111738
2021-01-21,85.92054524257914,85.05022986548612,84.29068035093528
2021-01-22,86.08196574298269,83.34752256087178,82.75120013242841
2021-01-23,83.13155770782888,80.87008343265792,80.00331071014732
2021-01-24,81.97471078827012,78.4437255235825,76.94090382387023
2021-01-25,79.29333692045556,74.39128213860036,72.19003476245655
2021-01-26,75.7151824948435,71.07951643112548,69.21039562986262
2021-01-27,72.42399784772667,67.90396730801974,65.9990067869558
2021-01-28,70.48695184288405,66.03950280946705,64.70782982949842
2021-01-29,67.68002869697786,64.1920653839605,62.9862605528886
2021-01-30,65.73401488655726,62.12327600885408,60.90051316007284
2021-01-31,63.18715810241234,60.292865656393666,58.54990895547095
2021-02-01,62.03031118285356,59.049889324025195,58.102963085581855
2021-02-02,59.39377634292889,57.619615188149155,56.199304750869054
2021-02-03,56.62272441933459,55.840286054827175,54.080450256580036
2021-02-04,53.672316384180796,53.11595436744424,51.36566793577223
2021-02-05,51.52004304546678,50.953516090584024,49.23025989074656
2021-02-06,49.95964487489912,48.98688915375447,47.40936930971693
2021-02-07,48.605506232624876,46.552017708155965,46.15129945373282
2021-02-08,46.42632947717693,44.534309552187985,43.966230756497275
2021-02-09,44.63276836158192,41.72484249957432,41.301109087899356
2021-02-10,42.93785310734463,39.73267495317555,39.016719086244
2021-02-11,41.62855349296027,37.6723991145922,37.72554212878662
2021-02-12,39.96950946103488,36.61672058573131,35.590134083760965
2021-02-13,38.76782351358622,34.956580963732335,33.769243502731335
2021-02-14,37.736525872119095,34.054146092286736,32.362191690117534
2021-02-15,36.01470720114788,32.717520858164484,31.302764442973018
2021-02-16,35.49457447762533,31.823599523241956,30.359212050984933
2021-02-17,34.75024661465339,30.512514898688917,29.283231253103793
2021-02-18,33.530625056048784,29.967648561212325,27.776858136070185
2021-02-19,32.82216841538875,28.682104546228505,27.445787121337528
2021-02-20,31.781902968343644,27.51575004256768,25.95596755504056
2021-02-21,30.55331360416106,26.281287246722286,24.681344148319813
2021-02-22,29.853824769079008,24.893580793461602,22.777685813607018
2021-02-23,29.091561294951127,23.53141494977013,21.287866247310046
2021-02-24,28.051295847906015,22.186276179124807,19.880814434696244
2021-02-25,27.40561384629181,20.662353141494975,18.788280086078462
2021-02-26,26.17702448210923,19.31721437084965,17.87783479556365
2021-02-27,25.020177562550447,18.542482547250128,17.0004966065221
2021-02-28,23.800556003945836,17.418695726204664,15.758980301274622
2021-03-01,22.6975159178549,16.490720245189852,15.262373779175633
2021-03-02,21.18195677517711,15.707474885067256,14.732660155603375
2021-03-03,20.087884494664156,14.81355355014473,14.070518126138056
2021-03-04,18.957940991839298,14.158011237868209,13.524250951829169
2021-03-05,18.22258093444534,13.306657585561043,12.71312696573415
2021-03-06,17.783158461124565,12.898007832453601,12.729680516470783
2021-03-07,17.038830598152632,12.13178954537715,12.26618109584506
2021-03-08,16.384180790960453,11.433679550485271,11.471610660486675
2021-03-09,15.53223926105282,10.71854248254725,11.123986095017383
2021-03-10,15.119720204465967,10.267325046824451,10.89223638470452
2021-03-11,14.62649089767734,9.773539928486295,10.329415659658997
2021-03-12,14.29468209129226,9.339349565809638,10.114219500082768
2021-03-13,13.944937673751232,8.90515920313298,9.236881311041218
2021-03-14,13.496547394852481,8.581644815256258,8.92236384704519
2021-03-15,13.012285893641826,8.428401157840968,8.922363847045192
2021-03-16,12.671509281678771,7.926102502979737,8.558185730839266
2021-03-17,11.998923863330644,7.721777626426017,7.680847541797716
2021-03-18,11.532597973275939,7.500425676826153,7.349776527065055
2021-03-19,11.048336472065285,7.321641409841648,6.886277106439331
2021-03-20,10.564074970854632,7.006640558487996,6.770402251282901
2021-03-21,10.250201775625504,6.793802145411204,6.522098990233405
2021-03-22,9.694197829791051,6.342584709688404,6.191027975500745
2021-03-23,9.51484171823155,5.967989102673251,6.0751531203443125
2021-03-24,9.290646578782173,5.601907032181168,6.0917066710809475
2021-03-25,9.030580217020894,5.363528009535161,5.992385366661149
2021-03-26,8.806385077571518,5.389068619104377,5.72752855487502
2021-03-27,8.49251188234239,5.244338498212158,5.413011090878994
2021-03-28,8.169670881535287,5.15920313298144,5.214368482039397
2021-03-29,7.855797686306161,4.869742891197004,4.89985101804337
2021-03-30,7.559860102232983,4.810148135535501,4.303923191524582
2021-03-31,7.389471796251457,4.605823258981781,4.18804833636815
2021-04-01,6.932113711774728,4.341903626766558,3.757656017215693
2021-04-02,6.627208322123576,4.060956921505193,3.7576560172156923
2021-04-03,6.501659044031925,3.933253873659118,3.6252276113226287
2021-04-04,6.304367321316475,3.6693342414438956,3.4265850024830327
2021-04-05,6.223657071114698,3.6012259492593226,3.4100314517463994
2021-04-06,6.1339790153349485,3.43946875532096,3.327263698063234
2021-04-07,5.927719487041521,3.362846926613315,3.2610494951167026
2021-04-08,6.008429737243297,3.1925761961518817,3.2113888429068034
2021-04-09,5.972558514931397,3.2606844883364547,2.963085581857308
2021-04-10,5.838041431261771,3.1840626596288097,2.8968713789107765
2021-04-11,5.963590709353421,3.1925761961518817,2.963085581857308
2021-04-12,5.8739126535736705,3.226630342244168,2.814103625227611
2021-04-13,5.622814097390369,3.2181168057210963,2.7975500744909785
2021-04-14,5.524168236032644,3.08190022135195,2.69822877007118
2021-04-15,5.210295040803516,3.0819002213519497,2.632014567124648
2021-04-16,5.039906734821989,2.8264941256597993,2.6320145671246484
2021-04-17,4.968164290198189,2.758385833475226,2.6320145671246484
2021-04-18,4.58254865034526,2.6817640047675804,2.449925509021685
2021-04-19,4.358353510895884,2.613655712583007,2.416818407548419
2021-04-20,4.062415926822706,2.520006810829219,2.234729349445456
2021-04-21,3.8471885929513046,2.537033883875362,2.102300943552392
2021-04-22,3.667832481391804,2.4093308360292864,2.102300943552392
2021-04-23,3.667832481391803,2.485952664736932,2.0526402913424926
2021-04-24,3.506411980988252,2.400817299506215,1.9202118854494288
2021-04-25,3.452605147520402,2.3837902264600714,1.9698725376593278
2021-04-26,3.318088063850776,2.2731142516601395,1.936765436186062
2021-04-27,3.497444175410277,2.3071683977524264,2.03608674060586
2021-04-28,3.3808627028966014,2.1879788864294225,1.8705512332395298
2021-04-29,3.434669536364452,2.094329984675634,1.754676378083099
2021-04-30,3.25531342480495,1.9240592542142008,1.7215692766098327
2021-05-01,3.1656353690251997,1.7963562063681253,1.622247972190035
2021-05-02,3.192538785759125,1.694193768091265,1.5229266677702367
2021-05-03,3.2732490359609003,1.5750042567682616,1.4236053633504386
2021-05-04,3.0849251188234237,1.3962199897837562,1.2415163052474756
2021-05-05,3.2015065913370995,1.3025710880299677,1.3077305081940076
2021-05-06,3.2732490359609003,1.3025710880299677,1.3077305081940076
2021-05-07,3.2284100080710245,1.3025710880299677,1.3077305081940076
2021-05-08,3.25531342480495,1.345138770645326,1.3739447111405398
2021-05-09,3.1387319522912738,1.3621658436914694,1.2911769574573744
2021-05-10,3.0400860909335483,1.294057551506896,1.2580698559841086
2021-05-11,3.075957313245449,1.2855440149838242,1.2746234067207418
2021-05-12,2.9862792574656987,1.345138770645326,1.2911769574573746
2021-05-13,2.905569007263922,1.2770304784607525,1.3408376096672736
2021-05-14,2.9324724239978477,1.2514898688915375,1.2580698559841088
2021-05-15,2.950408035153798,1.2344627958453942,1.0925343486177785
2021-05-16,2.9324724239978477,1.1408138940916057,1.0263201456712465
2021-05-17,2.9683436463097483,1.0471649923378172,1.1090878993544115
2021-05-18,3.084925118823424,1.0386514558147455,1.0925343486177785
2021-05-19,3.1746031746031744,1.0131108462455305,0.9766594934613474
2021-05-20,3.3449914805847007,1.055678528860889,0.9766594934613474
2021-05-21,3.4795085642543273,1.0301379192916738,0.9932130441979804
2021-05-22,3.5602188144561024,0.9620296271071004,1.0594272471445125
2021-05-23,3.667832481391804,1.0131108462455303,1.0594272471445125
2021-05-24,3.7933817594834545,1.1152732845223905,1.0263201456712465
2021-05-25,3.775446148327504,1.1152732845223907,1.0263201456712463
2021-05-26,3.83822078737333,1.081219138430104,1.0097665949346133
2021-05-27,3.739574926015604,1.0982462114762472,0.9104452905148154
2021-05-28,3.8561563985292797,1.081219138430104,0.8442310875682832
2021-05-29,3.7933817594834545,1.106759747999319,0.8111239860950173
2021-05-30,3.83822078737333,1.1152732845223905,0.7614633338851184
2021-05-31,3.7575105371715543,1.1918951132300357,0.7614633338851183
2021-06-01,3.972737871042956,1.217435722799251,0.7614633338851184
2021-06-02,4.008609093354856,1.2344627958453942,0.7614633338851184
2021-06-03,4.116222760290556,1.217435722799251,0.7614633338851183
2021-06-04,4.1341583714465076,1.2259492593223225,0.7780168846217513
2021-06-05,4.286611066272083,1.268516941937681,0.7945704353583843
2021-06-06,4.627387678235136,1.2600034054146092,0.8607846383049164
2021-06-07,5.048874540399964,1.1408138940916057,0.8607846383049164
2021-06-08,5.18339162406959,1.2514898688915377,0.9269988412514484
2021-06-09,5.5600394583445425,1.268516941937681,1.1421950008276773
2021-06-10,6.0712043762891215,1.3706793802145412,1.1421950008276773
2021-06-11,6.304367321316474,1.4898688915375449,1.2746234067207414
2021-06-12,6.5823692942337,1.5409501106759749,1.4070518126138059
2021-06-13,6.967984934086629,1.6601396219989784,1.5560337692435027
2021-06-14,7.1025020177562554,1.8729780350757703,1.7215692766098327
2021-06-15,7.452246435297283,1.915545717691129,1.671908624399934
2021-06-16,7.523988879921084,2.043248765537204,1.6056944214534017
2021-06-17,7.667473769168685,2.128384130767921,1.8374441317662638
2021-06-18,7.999282575553762,2.213519495998638,1.738122827346466
2021-06-19,8.38489821540669,2.2220330325217095,1.6884621751365667
2021-06-20,8.304187965204914,2.239060105567853,1.53948021850687
2021-06-21,8.375930409828715,2.230546569044781,1.3904982618771726
2021-06-22,8.36696260425074,2.1709518133832795,1.4236053633504386
2021-06-23,8.644964577167967,2.239060105567853,1.3573911604039066
2021-06-24,8.627028966012016,2.213519495998638,1.2415163052474756
2021-06-25,8.716707021791768,2.2475736420909245,1.3077305081940076
2021-06-26,8.93193435566317,2.4178443725523584,1.2911769574573746
2021-06-27,9.254775356470272,2.511493274306147,1.4236053633504386
2021-06-28,9.685230024213075,2.554060956921505,1.5891408707167685
2021-06-29,10.169491525423728,2.8690618082751578,1.7050157258731997
2021-06-30,10.868980360505784,3.0904137578750217,1.920211885449429
2021-07-01,11.317370639404539,3.3713604631363867,2.20162224797219
2021-07-02,11.828535557349117,3.5331176570747487,2.5326932627048504
2021-07-03,12.366603892027623,3.7033883875361826,2.764442973017712
2021-07-04,13.397901533494755,3.984335092797548,3.02929978480384
2021-07-05,14.384360147072012,4.341903626766559,3.393477901009767
2021-07-06,15.44256120527307,4.682445087689426,3.724548915742427
2021-07-07,16.24966370729083,4.929337646858506,3.9397450753186556
2021-07-08,17.505156488207337,5.320960326919803,4.1383876841582525
2021-07-09,18.509550712940545,5.576366422611954,4.303923191524582
2021-07-10,19.343556631692223,5.806231908734889,4.419798046681014
2021-07-11,19.926463994260605,6.0020432487655375,4.817083264360206
2021-07-12,21.128149941709264,6.402179465349907,5.032279423936434
2021-07-13,22.311900278001975,6.649072024518986,5.065386525409701
2021-07-14,23.432875975248855,6.989613485441852,5.23092203277603
2021-07-15,24.679400950587393,7.210965435041716,5.313689786459195
2021-07-16,25.683795175320597,7.423803848118509,5.379903989405728
2021-07-17,26.625414761007985,7.806912991656733,5.859956960768086
2021-07-18,27.845036319612593,8.172995062148816,6.141367323290846
2021-07-19,28.64317101605237,8.675293717010046,6.042046018871048
2021-07-20,29.692404268675457,9.135024689255916,6.257242178447277
2021-07-21,30.27531163124383,9.552187978886431,6.8035093527561665
2021-07-22,31.297641467132994,9.918270049378512,6.969044860122496
2021-07-23,31.97022688548112,10.148135535501448,7.482204932958119
2021-07-24,32.759393776342925,10.36097394857824,7.48220493295812
2021-07-25,33.61133530625056,10.76962370168568,7.399437179274955
2021-07-26,33.96107972379159,10.735569555593395,7.97881145505711
2021-07-27,33.96107972379159,10.744083092116465,8.14434696242344
2021-07-28,33.79965922338804,10.693001872978035,7.614633338851183
2021-07-29,33.127073805039906,10.727056019070321,7.680847541797716
2021-07-30,32.535198636893554,10.888813213008685,7.200794570435359
2021-07-31,31.360416106178814,10.803677847777967,7.200794570435358
2021-08-01,29.943502824858758,10.590839434701175,7.018705512332395
2021-08-02,28.9929154335934,10.573812361655031,6.555206091706671
2021-08-03,27.82710070845664,10.522731142516601,6.555206091706672
2021-08-04,27.567034346695362,10.667461263408821,7.051812613805661
2021-08-05,27.127611873374583,10.650434190362676,6.820062903492799
2021-08-06,26.876513317191286,10.973948578239401,6.786955802019532
2021-08-07,26.948255761815087,11.17827345479312,6.8697235557026985
2021-08-08,26.93032015065913,11.12719223565469,7.15113391822546
2021-08-09,26.49986548291633,11.229354673931551,7.399437179274955
2021-08-10,26.885481122769257,11.484760769623701,7.515312034431386
2021-08-11,26.589543538696084,11.850842840115783,7.3828836285383215
2021-08-12,26.688189400053805,12.106248935807935,7.780168846217514
2021-08-13,26.49986548291633,12.336114421930871,8.293328919053137
2021-08-14,26.62541476100798,12.634088200238379,8.458864426419467
2021-08-15,26.446058649448478,13.213008683807256,8.789935441152128
2021-08-16,26.571607927540132,13.85152392303763,9.154113557358054
2021-08-17,26.589543538696084,14.285714285714286,9.468631021354081
2021-08-18,26.715092816787735,14.45598501617572,9.700380731666943
2021-08-19,26.95722356739306,14.762472331006299,9.750041383876843
2021-08-20,27.19038651242041,14.932743061467733,9.634166528720412
2021-08-21,27.199354317998388,15.315852205005958,9.998344644926336
2021-08-22,27.26212895704421,15.366933424144388,9.89902334050654
2021-08-23,27.79122948614474,15.341392814575174,9.882469789769905
2021-08-24,27.68361581920904,15.349906351098246,9.832809137560007
2021-08-25,27.755358263832843,15.42652817980589,10.345969210395632
2021-08-26,27.046901623172808,15.503150008513538,10.726700877338189
2021-08-27,27.091740651062686,15.375446960667462,11.157093196490647
2021-08-28,26.85857770603533,15.11152732845224,10.958450587651052
2021-08-29,26.67025378889786,15.009364890175378,11.090878993544115
2021-08-30,26.472962066182408,14.87314830580623,11.339182254593611
2021-08-31,26.096314231907456,14.87314830580623,11.686806820062902
2021-09-01,26.042507398439604,15.034905499744594,11.33918225459361
2021-09-02,26.12321764864138,14.91571598842159,11.60403906637974
2021-09-03,25.60308492511882,15.06895964583688,11.256414500910443
2021-09-04,25.800376647834277,15.307338668482886,11.45505710975004
2021-09-05,25.58514931396287,15.494636471990464,11.322628703856976
2021-09-06,25.396825396825395,15.818150859867188,11.421950008276776
2021-09-07,25.14572684064209,16.1161246381747,11.372289356066876
2021-09-08,25.17263025737602,16.414098416482208,11.819235225955968
2021-09-09,25.091920007174245,16.601396219989784,11.587485515643106
2021-09-10,24.95740292350462,16.635450366082072,11.570931964906473
2021-09-11,24.11442919917496,16.465179635620636,11.753021023009435
2021-09-12,23.800556003945836,16.48220670866678,11.753021023009435
2021-09-13,23.074163752129856,16.116124638174696,11.438503559013409
2021-09-14,22.670612501120978,15.886259152051764,10.975004138387686
2021-09-15,21.576540220608017,15.28179805891367,10.710147326601556
2021-09-16,20.930858218993812,15.06895964583688,10.412183413342161
2021-09-17,20.338983050847457,14.421930870083433,10.51150471776196
2021-09-18,20.087884494664156,14.226119530052785,9.915576891243171
2021-09-19,19.7471078827011,13.936659288268347,9.601059427247145
2021-09-20,19.469105909783877,13.621658436914696,9.369309716934282
2021-09-21,19.164200520132727,13.068278562915037,9.369309716934282
2021-09-22,18.760649269123842,12.540439298484591,9.154113557358054
2021-09-23,18.249484351179266,12.157330154946365,9.269988412514484
2021-09-24,18.195677517711417,12.361655031500087,9.253434861777851
2021-09-25,17.935611155950138,12.191384301038653,9.402416818407549
2021-09-26,18.016321406151917,11.782734547931211,9.51829167356398
2021-09-27,17.87283651690431,11.98705942448493,9.601059427247145
2021-09-28,17.684512599766837,12.114762472331007,9.617612977983779
2021-09-29,18.20464532328939,12.23395198365401,9.319649064724384
2021-09-30,18.195677517711417,12.182870764515581,9.02168515146499
2021-10-01,18.159806295399516,11.918951132300359,8.988578049991721
2021-10-02,18.59026096314232,11.748680401838923,9.005131600728356
2021-10-03,18.724778046811945,11.987059424484931,8.988578049991721
2021-10-04,18.877230741637522,11.92746466882343,8.955470948518457
2021-10-05,18.90413415837145,12.08070832623872,9.617612977983779
2021-10-06,18.33916240695902,12.514898688915377,9.932130441979805
2021-10-07,18.50058290736257,12.804358930699811,10.428736964078794
2021-10-08,18.59026096314232,13.425847096884045,10.677040225128291
2021-10-09,18.55438974083042,13.979226970883705,10.726700877338189
2021-10-10,18.384001434848894,14.16652477439128,11.15709319649065
2021-10-11,18.527486324096493,14.473012089221863,11.256414500910447
