,Black,Mixed,Other,South Asian,Unknown,White,All
2021-03-03,36.3554656780137,41.63879598662207,40.264323277055084,53.10243755253345,44.62077711628562,64.85520047522354,61.70609183745667
2021-03-04,37.11380743736659,42.58639910813824,41.04622197619707,54.18651264035863,45.619473702751264,65.89261656371451,62.73412549638956
2021-03-05,38.01258285585889,43.701226309921964,42.07722114586217,55.27274294704627,46.7044774016275,66.97778795867418,63.816159182973074
2021-03-06,39.023705201662736,44.955406911928655,43.22585109327429,56.427940257333134,47.83175397188854,68.11207355093705,64.94967181157894
2021-03-07,39.33827659813504,45.289855072463766,43.57874342651536,56.89346753162784,48.28882939373657,68.53740638212787,65.37646721084165
2021-03-08,39.74834288282216,45.80546265328874,44.05618599501799,57.43011702838423,48.8692006904569,69.06815031662157,65.90955483320579
2021-03-09,40.3943377148635,46.432552954292085,44.73429283144201,58.14996012845104,49.47423116215169,69.62762508590131,66.48232922287943
2021-03-10,40.98977642961465,47.11538461538461,45.474674785496816,58.83531972671825,50.204318878359814,70.25320018791518,67.12105846560222
2021-03-11,41.61891922255926,47.86789297658863,46.208137282037086,59.46895407228604,50.99253179272202,70.92303630568055,67.80110098249146
2021-03-12,42.66374564655656,49.03846153846153,47.273733739274846,60.52932175262398,52.23870081375277,71.97918567496107,68.87557141219018
2021-03-13,44.06808223795079,50.89186176142698,48.809853307500696,62.02073320545701,54.12865043858104,73.68061406335538,70.58112650238405
2021-03-14,44.73092910908887,51.741917502787075,49.57791309161362,62.749197180973724,55.06481840279,74.49730745487511,71.40291909185616
2021-03-15,45.69149533760252,52.88461538461539,50.705784666482145,63.86344533287356,56.45541973438546,75.67944541723773,72.59766970362605
2021-03-16,46.6689136052129,54.25027870680045,51.937448104068636,64.90872648117416,58.19036883080283,77.05396349630963,73.98556800465832
2021-03-17,47.80361757105943,55.75529542920847,53.342097979518414,66.31823961723313,60.047733117271996,78.47866347262612,75.445683210139
2021-03-18,49.14616335243231,57.63656633221851,54.99584832549128,67.64154399879307,62.39475816394828,80.23376804898218,77.23272629386587
2021-03-19,50.69093360296596,59.65719063545151,56.82950456684196,69.1782150477381,64.83337443195829,82.09797214662044,79.13354353223615
2021-03-20,52.70756094820806,62.388517279821635,59.126764461666205,71.02308239401711,68.3385000176137,84.6824854501617,81.76441837334676
2021-03-21,53.51645882485114,63.40579710144928,60.24079712150567,71.83559990517037,69.81893120090183,85.70932160286998,82.82286771050455
2021-03-22,54.460173014268065,64.52062430323299,61.41018544146139,72.6416517597362,71.14348117095854,86.59852152677209,83.75453083816338
2021-03-23,55.33086170093247,65.53790412486065,62.57957376141711,73.50158408586393,72.39317293127135,87.43977201694342,84.63951321902785
2021-03-24,56.22963711942478,66.5273132664437,63.624411846111265,74.41108644582857,73.5477507309684,88.19512119364971,85.44439013718772
2021-03-25,57.223907426131895,67.58639910813824,64.69000830334902,75.29041574171858,74.64772607179343,88.92474850813198,86.22356824700785
2021-03-26,58.257499157398044,68.67335562987736,65.61029615278161,76.21284941485807,75.84369605805475,89.69640437485198,87.04747529539397
2021-03-27,59.63936636332996,69.95540691192865,66.82812067533905,77.34218409879523,77.32764998062494,90.63316547796073,88.05379508778664
2021-03-28,60.23480507808111,70.61036789297658,67.49238859673402,77.87021272010173,78.13347659139747,91.09703257067203,88.55703630932582
2021-03-29,60.79653971463881,71.07023411371237,68.21201217824523,78.36160262074614,78.74819459611794,91.45471205103217,88.9513015714496
2021-03-30,61.31895292663746,71.59977703455964,68.78632715195128,78.79264639324124,79.2713213795047,91.77240131540633,89.29945536417895
2021-03-31,61.95933041231322,72.12931995540691,69.33296429559923,79.26463932412337,79.77683446648113,92.08310199834604,89.64305493770885
2021-04-01,62.335692618806874,72.38015607580826,69.60974259618045,79.55774908942003,80.03487511889244,92.2530604162865,89.83050985297191
2021-04-02,62.52668239523649,72.58918617614269,69.78964849155827,79.69568309661847,80.23214851868813,92.3668189918583,89.95534425424255
2021-04-03,62.7906976744186,72.75641025641025,69.96955438693607,79.87887669992888,80.42677986402227,92.49377822125072,90.09351601174012
2021-04-04,62.89180990899899,72.84002229654403,70.0664267921395,79.97586154874028,80.5148483460739,92.55046338177456,90.15589254970402
2021-04-05,62.94236602628918,72.86789297658864,70.14946028231387,80.02974202030217,80.55007573889456,92.57550579858132,90.18403111832919
2021-04-06,63.05471295360072,72.9933110367893,70.27401051757542,80.16336558977564,80.61700778525382,92.62646420487415,90.24177211175079
2021-04-07,63.24570273003033,73.14659977703457,70.43315804040962,80.36380094398586,80.7121217458696,92.69528231927723,90.32130829705545
2021-04-08,63.43107516009437,73.25808249721292,70.56462773318572,80.51682148322162,80.79754817345967,92.76157677927343,90.39539568438936
2021-04-09,63.64453432198629,73.42530657748048,70.70993634099086,80.72587771288174,80.90763377602424,92.8458280110109,90.48981440743509
2021-04-10,63.83552409841591,73.59253065774804,70.86908386382508,80.89182956529235,81.02300348751189,92.93153519721389,90.58415180513796
2021-04-11,63.91978429389956,73.66220735785953,70.95211735399944,80.98450397637879,81.07760594638391,92.96356619545509,90.62213074024767
