areaCode,areaName,Cases last 7 days,not spot,number weeks not-spot
E02000112,Wembley East,,True,1
E02000113,St Raphaels,,True,2
E02000114,Willesden Green,,True,2
E02000115,Brondesbury,,True,2
E02000116,Roundwood Park,5.0,False,0
E02000117,Church End,,True,1
E02000118,Alperton East,,True,2
E02000119,Stonebridge,,True,1
E02000120,Kilburn West,,True,1
E02000121,Alperton West,,True,1
E02000122,Brondesbury Park,,True,3
E02000123,Harlesden,,True,1
E02000124,Queens Park,,True,1
E02000125,Kensal Green,4.0,False,0
E02000126,Kilburn Park,,True,2
E02000127,Mottingham,,True,1
E02000128,Chislehurst North,,True,5
E02000130,Penge East,,True,5
E02000131,Crystal Palace Park,,True,1
E02000132,New Beckenham,,True,6
E02000133,Chislehurst West & Elmstead,,True,3
E02000134,Bromley North & Sundridge,,True,2
E02000135,Anerley North & Penge West,,True,1
E02000136,Chislehurst East & Hoblingwell Wood,,True,7
E02000137,Shortlands Bromley Road,,True,2
E02000138,Beckenham East & Kelsey Park,,True,5
E02000139,Clock House & Cator Park,,True,3
E02000140,St Mary Cray North,,True,1
E02000141,Anerley South,,True,6
E02000142,Widmore,,True,1
E02000144,Bromley South,,True,2
E02000145,St Mary Cray East,5.0,False,0
E02000146,Bickley West,,True,3
E02000147,Langley Park,,True,6
E02000148,Bickley East,,True,6
E02000149,St Mary Cray South,,True,2
E02000150,Eden Park & Bethlem,3.0,False,0
E02000151,Petts Wood,,True,6
E02000152,Bromley Common,3.0,False,0
E02000153,Hayes North,,True,1
E02000154,Orpington West,,True,4
E02000155,Orpington East,,True,4
E02000156,West Wickham,4.0,False,0
E02000157,Crofton,,True,2
E02000158,Goddington,,True,6
E02000159,Keston,,True,2
E02000160,Hayes South & Coney Hall,,True,1
E02000161,Orpington South,,True,3
E02000162,Farnborough,,True,3
E02000163,Chelsfield & Green Street Green,,True,1
E02000165,Biggin Hill West,3.0,False,0
E02000166,Highgate West,,True,3
E02000167,Hampstead Town,3.0,False,0
E02000168,Tufnell Park West,,True,4
E02000169,Frognal,,True,3
E02000170,Fortune Green,3.0,False,0
E02000171,Mansfield Road & Park Hill Road,,True,6
E02000172,Kentish Town West,,True,1
E02000173,Fitzjohns & Royal Free,,True,4
E02000174,Kentish Town East,,True,5
E02000175,West Hampstead,,True,2
E02000176,Belsize Park,3.0,False,0
E02000177,Chalk Farm,,True,2
E02000178,Kilburn Grange,,True,1
E02000179,Adelaide Road,,True,6
E02000180,Camden Road South,,True,1
E02000181,South Hampstead,3.0,False,0
E02000182,Swiss Cottage,,True,2
E02000183,Primrose Hill,,True,1
E02000184,Camden Street & Elm Village,,True,1
E02000185,Kilburn East,,True,1
E02000186,Camden Town & Mornington Crescent,,True,3
E02000187,Somers Town,4.0,False,0
E02000188,Euston,,True,2
E02000189,Gray's Inn Road,,True,4
E02000190,Bloomsbury East,,True,6
E02000191,Fitzrovia East & Bloomsbury West,,True,2
E02000192,Hatton Garden & Theobalds Road,,True,1
E02000193,"Holborn, St Giles & Bloomsbury South",3.0,False,0
E02000194,Crystal Palace Triangle,,True,1
E02000195,Upper Norwood,,True,1
E02000196,Norbury East,,True,3
E02000197,Norbury West,,True,1
E02000198,Thornton Heath North West,,True,3
E02000199,Thornton Heath North East,,True,3
E02000200,South Norwood Hill,4.0,False,0
E02000201,South Norwood Central,,True,3
E02000202,Thornton Heath West,,True,1
E02000203,Thornton Heath Central,,True,2
E02000204,West Thornton North,,True,2
E02000206,Selhurst North,,True,2
E02000207,Woodside & Ashburton,,True,3
E02000208,University Hospital & Queen's Road,,True,1
E02000209,West Thornton South & Ampere Way,,True,1
E02000210,Addiscombe North,,True,4
E02000211,Monks Orchard,,True,2
E02000212,Broad Green & Waddon Marsh,,True,3
E02000213,Selhurst South & West Croydon,4.0,False,0
E02000214,Addiscombe East,,True,7
E02000215,Addiscombe West,,True,2
E02000216,Park Hill & Lloyd Park,,True,4
E02000217,Croydon Minster & Waddon North,,True,3
E02000218,Shirley East,,True,2
E02000219,Shirley West,,True,1
E02000220,Central Croydon,3.0,False,0
E02000221,Waddon South,,True,3
E02000222,Croham,,True,1
E02000223,New Addington North,,True,1
E02000224,Purley North,,True,1
E02000225,New Addington Central,,True,3
E02000226,Selsdon,,True,5
E02000227,Forestdale,,True,4
E02000228,Sanderstead,,True,5
E02000229,New Addington South,,True,2
E02000230,Purley Central,3.0,False,0
E02000231,Woodcote,,True,2
E02000232,Selsdon Park & Hamsey Green,,True,5
E02000233,Kenley North,,True,3
E02000234,Coulsdon,,True,4
E02000235,Kenley South,,True,5
E02000236,Woodmansterne,,True,5
E02000237,Old Coulsdon,,True,2
E02000238,Whitton Avenue West,6.0,False,0
E02000239,Horsenden,,True,1
E02000240,Northolt West,5.0,False,0
E02000241,Northolt East,3.0,False,0
E02000242,Bilton Road,,True,2
E02000243,Greenford North,,True,1
E02000244,Perivale,3.0,False,0
E02000245,Northolt South,3.0,False,0
E02000246,Kingshill Avenue,5.0,False,0
E02000247,Greenford West,3.0,False,0
E02000248,Hanger Hill East,4.0,False,0
E02000249,Greenford South,,True,2
E02000250,Pitshanger,,True,2
E02000251,Greenford Ravenor Park,,True,1
E02000252,North Acton,4.0,False,0
E02000253,Cuckoo Park,5.0,False,0
E02000254,Southall North,,True,1
E02000255,Drayton Green & Cleveland,,True,1
E02000256,Ealing Broadway West,4.0,False,0
E02000257,Ealing Broadway East,4.0,False,0
E02000258,Acton Noel Road & Lunton Road,,True,3
E02000259,Brent Valley,,True,3
E02000260,Southall Park,,True,1
E02000261,East Acton,4.0,False,0
E02000262,Acton Central,,True,1
E02000263,Southall West,3.0,False,0
E02000264,Ealing Common & Twyford Ave,8.0,False,0
E02000265,West Ealing,4.0,False,0
E02000266,Norwood Green North & Windmill Park,,True,1
E02000267,Hanwell,,True,3
E02000268,St Mary's,,True,4
E02000269,Northfields,3.0,False,0
E02000270,South Acton,3.0,False,0
E02000271,Bedford Park,,True,2
E02000272,Elthorne Park,,True,7
E02000274,Southall Green,7.0,False,0
E02000275,Norwood Green South,3.0,False,0
E02000276,South Ealing,5.0,False,0
E02000277,Bullsmoor & Freezywater,,True,1
E02000278,Turkey Street,,True,3
E02000279,Enfield Lock,,True,1
E02000280,Chase & Crews Hill,,True,2
E02000281,Carterhatch & Forty Hall,3.0,False,0
E02000282,Enfield Wash,,True,2
E02000283,Brimsdown Avenue,3.0,False,0
E02000284,Chase Side,,True,6
E02000285,Enfield Town North,,True,1
E02000286,Chase Farm & The Ridgeway,,True,1
E02000287,Cockfosters & Hadley Wood,,True,6
E02000288,Southbury East,,True,1
E02000289,World's End,,True,2
E02000290,Brimsdown & Ponders End,,True,2
E02000291,Enfield Town South & Bush Hill Park,3.0,False,0
E02000292,Southbury West,,True,4
E02000293,Grange Park,,True,6
E02000294,Ponders End South,5.0,False,0
E02000295,Oakwood Park & Highlands,,True,1
E02000296,Southgate,,True,3
E02000297,Bury Street West & Village Road,,True,1
E02000298,Winchmore Hill,,True,6
E02000299,Lower Edmonton North,,True,2
E02000300,Haslebury North,,True,1
E02000301,Lower Edmonton South,,True,2
E02000302,Palmers Green East,,True,1
E02000303,Haslebury South,,True,2
E02000304,Southgate Green,,True,6
E02000305,Palmers Green West,,True,1
E02000306,Edmonton Green,,True,2
E02000307,Tatem Park,,True,1
E02000308,New Southgate & Arnos Grove,,True,2
E02000309,Upper Edmonton East & Meridian Water,8.0,False,0
E02000311,Bowes,,True,2
E02000312,Broomfield Park,3.0,False,0
E02000313,Thamesmead Birchmere Park,4.0,False,0
E02000314,West Thamesmead,,True,1
E02000315,Abbey Wood North,,True,3
E02000316,"Woolwich Dockyard, Arsenal & Charlton Riverside",4.0,False,0
E02000317,Woolwich West,,True,1
E02000318,Plumstead High Street,3.0,False,0
E02000319,Plumstead Common & Riverside,,True,2
E02000320,Abbey Wood South,,True,4
E02000321,Woolwich Glyndon,,True,2
E02000323,Woolwich South,,True,2
E02000324,Charlton Village,,True,1
E02000326,Charlton Slopes,,True,1
E02000327,Woolwich Common,6.0,False,0
E02000328,Westcombe Park & Maze Hill,,True,2
E02000329,Plumstead South,,True,3
E02000331,Hornfair Park,,True,2
E02000332,Shooters Hill,5.0,False,0
E02000333,Blackheath Standard & Village,,True,1
E02000334,Kidbrooke North,,True,1
E02000335,Eltham North,,True,6
E02000337,Eltham West,,True,1
E02000339,Eltham Park,,True,6
E02000340,Eltham South,,True,1
E02000341,Middlepark & Horn Park,,True,1
E02000342,Avery Hill,,True,6
E02000343,Mottingham East,,True,1
E02000344,New Eltham,,True,1
E02000345,Stamford Hill North,,True,5
E02000346,Woodberry Down & Manor House,,True,1
E02000347,Stamford Hill West,,True,2
E02000348,Stamford Hill South,,True,1
E02000350,Stoke Newington East & Cazenove,,True,4
E02000351,Brownswood,3.0,False,0
E02000352,Clissold North,,True,5
E02000353,Stoke Newington North,,True,5
E02000354,Hackney Downs,,True,6
E02000355,Lower Clapton,,True,1
E02000356,Clissold South,5.0,False,0
E02000357,Hackney Marshes,,True,3
E02000358,Stoke Newington South,,True,6
E02000359,Homerton North,,True,3
E02000360,Amhurst Road & Pembury Estate,,True,1
E02000361,Hackney Central,,True,5
E02000362,Hackney Wick,,True,5
E02000363,Homerton South,,True,1
E02000364,Dalston East,,True,2
E02000365,Dalston Kingsland & De Beauvoir,,True,1
E02000366,South Hackney,,True,4
E02000367,London Fields & Mare Street,3.0,False,0
E02000368,Haggerston East,,True,2
E02000369,Haggerston West & Kingsland Basin,,True,1
E02000370,Hoxton & Wenlock,3.0,False,0
E02000371,Shoreditch,4.0,False,0
E02000372,Old Oak & Wormwood,,True,2
E02000373,White City,,True,3
E02000374,Wormholt Road,,True,1
E02000375,Shepherd's Bush North,,True,5
E02000376,Shepherd's Bush West,,True,3
E02000377,Askew,,True,2
E02000378,Shepherd's Bush South,,True,4
E02000379,Ravenscourt Park North,3.0,False,0
E02000380,Brackenbury,,True,6
E02000381,Brook Green,,True,1
E02000382,Ravenscourt Park South,,True,1
E02000383,West Kensington,,True,2
E02000384,Hammersmith Broadway,,True,1
E02000385,Barons Court,,True,1
E02000386,North End,,True,1
E02000387,Lillie Road & Greyhound Road,,True,1
E02000388,Fulham Broadway,,True,3
E02000389,Fulham Reach,,True,1
E02000390,Fulham Aintree,,True,5
E02000391,Parsons Green East & Eel Brook Common,,True,5
E02000392,Parsons Green West,,True,1
E02000393,Munster,,True,3
E02000394,Sands End & Chelsea Harbour,3.0,False,0
E02000395,Fulham Palace & Hurlingham Park,,True,6
E02000396,South Park,,True,1
E02000397,Bowes Park,,True,1
E02000398,Northumberland Park,,True,3
E02000400,Bounds Green,,True,7
E02000401,Roundway,,True,1
E02000402,Tottenham Bruce Castle Park,,True,1
E02000403,Wood Green North,,True,6
E02000404,Scotch Estate,,True,2
E02000405,Alexandra Park,,True,7
E02000406,Noel Park,,True,2
E02000407,Bruce Grove North,,True,1
E02000408,Tottenham North West,,True,4
E02000409,Lordship Lane & Broadwater Farm,,True,1
E02000410,Muswell Hill North,,True,1
E02000411,Tottenham Lea Valley,3.0,False,0
E02000412,Wood Green South,,True,1
E02000413,Fortis Green & Coldfall,,True,3
E02000414,Bruce Grove South,,True,1
E02000415,Downhills Park,,True,5
E02000416,Hornsey East,,True,1
E02000417,Muswell Hill South,3.0,False,0
E02000418,Hornsey West,,True,1
E02000419,Harringay Ladder North,3.0,False,0
E02000420,Tottenham Green West,5.0,False,0
E02000421,Tottenham Green East,,True,2
E02000422,West Green & St Ann's,,True,1
E02000423,Harringay East,,True,3
E02000424,Hornsey Vale,,True,5
E02000425,South Tottenham,,True,1
E02000426,Highgate Wood,,True,1
E02000427,Harringay Ladder South,,True,1
E02000428,Harringay Warehouse District & Vartry,,True,1
E02000429,Crouch End West,,True,1
E02000430,Crouch End East,,True,6
E02000431,Highgate East,,True,6
E02000432,Stroud Green,,True,3
E02000433,Stanmore Park,,True,1
E02000434,Canons Park,3.0,False,0
E02000435,Stanmore Uxbridge Road,,True,1
E02000436,Hatch End North,,True,1
E02000437,Harrow Weald,6.0,False,0
E02000438,Hatch End South,,True,1
E02000439,Edgware West,4.0,False,0
E02000440,Belmont,,True,1
E02000441,Pinner Green,,True,2
E02000442,Queensbury East,,True,1
E02000443,Wealdstone North,3.0,False,0
E02000444,Queensbury West,3.0,False,0
E02000445,Wealdstone South,3.0,False,0
E02000447,Headstone Lane,,True,1
E02000448,Pinner Central,,True,3
E02000449,Kenton East,4.0,False,0
E02000451,North Harrow,,True,1
E02000452,Greenhill North,5.0,False,0
E02000453,Pinner Road,4.0,False,0
E02000454,Pinner South,,True,1
E02000455,Greenhill South,4.0,False,0
E02000456,West Harrow,,True,2
E02000457,Rayners Lane North,,True,1
E02000459,South Harrow,3.0,False,0
E02000460,Newton Farm,5.0,False,0
E02000461,Harrow-on-the-Hill,,True,1
E02000462,Alexandra Park,5.0,False,0
E02000463,Earlsmead,6.0,False,0
E02000464,Dagnam Park & Noak Hill,5.0,False,0
E02000465,Petersfield Avenue & Duck Wood,8.0,False,0
E02000466,Havering-atte-Bower & Chase Cross,,True,3
E02000467,Harold Hill East,,True,1
E02000468,Collier Row & Park Farm,,True,2
E02000469,Harold Hill West,5.0,False,0
E02000470,Harold Park & Harold Wood,,True,3
E02000471,Rise Park,,True,1
E02000472,Romford North,,True,1
E02000473,Ardleigh Green,,True,2
E02000474,Romford North West,6.0,False,0
E02000475,Gidea Park,,True,1
E02000476,Central Romford,,True,1
E02000477,Romford East,,True,1
E02000478,Emerson Park,3.0,False,0
E02000479,Romford South,4.0,False,0
E02000480,Rush Green,,True,2
E02000481,Cranham East,,True,6
E02000482,Upminster North & Cranham West,,True,3
E02000483,Hornchurch,,True,1
E02000484,Hylands,,True,2
E02000485,Upminster Bridge,,True,1
E02000486,Elm Park East,,True,1
E02000487,Upminster South & Corbets Tey,,True,6
E02000488,Hacton,,True,6
E02000489,Elm Park West,,True,1
E02000490,South Hornchurch,,True,2
E02000491,Hornchurch Marshes,3.0,False,0
E02000492,Rainham East & Wennington,,True,1
E02000493,Rainham West,,True,4
E02000494,Ducks Hill,,True,6
E02000495,Northwood,6.0,False,0
E02000496,Harefield,3.0,False,0
E02000497,Northwood Hills,,True,6
E02000498,West Ruislip North,,True,3
E02000499,Eastcote,5.0,False,0
E02000500,Ruislip,,True,3
E02000501,Ruislip Manor,3.0,False,0
E02000502,West Ruislip South,,True,1
E02000503,Ruislip Gardens,,True,1
E02000504,Ickenham,,True,2
E02000506,Uxbridge Common & Swakeleys,6.0,False,0
E02000507,Hillingdon North East,,True,1
E02000508,Uxbridge Central & Brunel,6.0,False,0
E02000509,Uxbridge West,5.0,False,0
E02000510,Hillingdon South,3.0,False,0
E02000511,Charville,5.0,False,0
E02000512,Hillingdon Heath,7.0,False,0
E02000513,Yeading North,3.0,False,0
E02000514,Yeading West,4.0,False,0
E02000515,Yiewsley West,5.0,False,0
E02000516,Yeading Brookside,9.0,False,0
E02000517,Hayes End,5.0,False,0
E02000518,Yiewsley East,,True,1
E02000519,Hayes Town North,,True,1
E02000520,Hayes Town & Lake Farm,10.0,False,0
E02000521,West Drayton East,6.0,False,0
E02000522,West Drayton West,6.0,False,0
E02000523,Hayes South,9.0,False,0
E02000524,"Heathrow, Hardmonsworth & Sipson",9.0,False,0
E02000525,Harlington & Cranford Cross,3.0,False,0
E02000526,Chiswick North East,,True,5
E02000528,Brentford East,,True,1
E02000529,Heston North,8.0,False,0
E02000530,North Hyde & North Cranford,,True,1
E02000531,Brentford Central,,True,1
E02000532,Chiswick South East,,True,2
E02000533,Chiswick South West,5.0,False,0
E02000534,Brentford West & Osterley Park,,True,1
E02000535,Heston West,3.0,False,0
E02000536,Heston Central & Lampton West,4.0,False,0
E02000537,Osterley & Lampton East,3.0,False,0
E02000538,Cranford,12.0,False,0
E02000539,Syon Green,,True,1
E02000540,Spring Grove,,True,1
E02000541,Hounslow Meadows,3.0,False,0
E02000542,Hounslow West,4.0,False,0
E02000543,Hounslow High Street,4.0,False,0
E02000544,Hounslow East,,True,1
E02000545,Isleworth & Ivybridge,,True,1
E02000546,Hounslow Heath,8.0,False,0
E02000547,North Feltham & Hatton,3.0,False,0
E02000548,Bedfont,3.0,False,0
E02000549,Feltham East,,True,1
E02000550,Feltham Central,3.0,False,0
E02000551,Hanworth North,,True,1
E02000552,Lower Feltham,3.0,False,0
E02000553,Hanworth South,,True,2
E02000554,Highcroft & Holly Park,,True,3
E02000555,Archway East,,True,1
E02000556,Tollington,3.0,False,0
E02000557,Archway West,,True,4
E02000558,Finsbury Park West,,True,1
E02000559,Gillespie Road,,True,1
E02000560,Holloway Nag's Head,,True,6
E02000561,Tufnell Park East,,True,2
E02000562,Highbury,,True,1
E02000563,Hilldrop,,True,2
E02000564,Lower Holloway,,True,2
E02000565,Newington Green,6.0,False,0
E02000566,Highbury Fields,,True,5
E02000567,Canonbury East & Mildmay Park,,True,2
E02000568,Caledonian Road,,True,1
E02000569,Islington North & Canonbury West,,True,1
E02000570,Barnsbury East,,True,1
E02000571,Islington East & Arlington,6.0,False,0
E02000572,Barnsbury West,3.0,False,0
E02000573,Angel,3.0,False,0
E02000574,King's Cross & Pentonville,3.0,False,0
E02000575,Clerkenwell,3.0,False,0
E02000576,Old Street & St Luke's,,True,2
E02000577,Golborne & Swinbrook,6.0,False,0
E02000578,Ladbroke Grove,,True,3
E02000579,North Kensington,,True,2
E02000580,Portobello,,True,3
E02000581,Notting Dale,,True,6
E02000582,Notting Hill Gate,,True,1
E02000583,Notting Hill West,3.0,False,0
E02000584,Notting Hill South,4.0,False,0
E02000585,Holland Park,4.0,False,0
E02000586,Queen's Gate,,True,1
E02000587,Kensington Abingdon,4.0,False,0
E02000588,Hans Town,,True,3
E02000589,Kensington Gardens,,True,1
E02000590,Brompton,,True,2
E02000591,Earl's Court,,True,1
E02000592,South Kensington,,True,1
E02000593,West Brompton,5.0,False,0
E02000594,Chelsea Manor & Royal Hospital,3.0,False,0
E02000595,Chelsea Riverside East,4.0,False,0
E02000596,Fulham Road,3.0,False,0
E02000597,Chelsea Riverside West,,True,3
E02000598,Tudor Drive,,True,3
E02000599,Kingston Vale & Coombe Hill,,True,1
E02000600,Kingston Hill,,True,2
E02000601,Kingston North,,True,2
E02000602,Kingston East & Norbiton West,,True,1
E02000603,Norbiton East,5.0,False,0
E02000604,New Malden East,,True,1
E02000605,New Malden West,,True,1
E02000606,Kingston Riverside,,True,1
E02000607,Berrylands North,,True,1
E02000608,Surbiton North,3.0,False,0
E02000609,Malden Manor,3.0,False,0
E02000610,Surbiton South,,True,2
E02000611,Berrylands South,6.0,False,0
E02000612,Motspur Park,3.0,False,0
E02000613,Southborough,,True,3
E02000614,Tolworth,,True,1
E02000615,Hook,9.0,False,0
E02000616,Chessington North,4.0,False,0
E02000617,Chessington South & Malden Rushett,,True,1
E02000619,Lambeth Walk & North Kennington,,True,3
E02000620,Kennington West & Vauxhall North,,True,3
E02000621,Vauxhall South,,True,2
E02000622,Oval,,True,6
E02000623,Stockwell North,,True,1
E02000624,Stockwell East,,True,1
E02000625,Stockwell West,4.0,False,0
E02000626,Loughborough Road,,True,2
E02000627,Stockwell South,,True,5
E02000628,Brixton North,,True,1
E02000629,Clapham North,,True,4
E02000630,Clapham Old Town,,True,6
E02000631,Herne Hill East,,True,3
E02000632,Acre Lane,3.0,False,0
E02000633,Brixton Central,,True,3
E02000634,Clapham Common North,,True,2
E02000635,Poets' Corner & Brockwell Park,,True,2
E02000636,Clapham South,6.0,False,0
E02000637,Brixton Hill East,,True,1
E02000638,Brixton Hilll West,,True,1
E02000639,Clapham Park East & Streatham Hill North,,True,1
E02000640,Clapham Park West,,True,2
E02000641,Tulse Hill,,True,1
E02000642,West Dulwich,,True,3
E02000643,Streatham Hill,,True,4
E02000644,Leigham Vale & Royal Circus,,True,2
E02000645,West Norwood East,,True,1
E02000646,Streatham Central,,True,1
E02000647,West Norwood West & Streatham East,,True,3
E02000648,West Norwood South,,True,2
E02000649,Streatham Green,,True,2
E02000650,Gipsy Hill,,True,1
E02000651,Streatham Common,,True,2
E02000652,Streatham Vale,,True,2
E02000653,Silwood & Pepys,,True,3
E02000654,Deptford North,,True,5
E02000655,New Cross Gate,,True,1
E02000657,New Cross South,,True,2
E02000658,Telegraph Hill,,True,2
E02000659,Blackheath West,,True,8
E02000660,Brockley East & St Johns,,True,2
E02000661,Blackheath Village,,True,6
E02000662,Brockley West,,True,3
E02000663,Loampit & Hilly Fields,3.0,False,0
E02000664,Lewisham Central & Park,,True,1
E02000665,Manor House,3.0,False,0
E02000666,Ladywell,,True,1
E02000667,Crofton Park,,True,3
E02000668,Lee,,True,1
E02000669,Hither Green,,True,4
E02000670,Catford East & Mountsfield Park,,True,2
E02000671,Honor Oak,,True,2
E02000672,Catford Bridge,,True,2
E02000673,Forest Hill West,,True,6
E02000674,Corbett Estate,,True,1
E02000675,Grove Park & Lee South,,True,1
E02000676,Forest Hill East,,True,7
E02000677,Culverley Green,,True,3
E02000678,Further Green,,True,2
E02000679,Perry Vale,,True,6
E02000680,Upper Sydenham,,True,4
E02000681,Bellingham & Perry Hill,,True,2
E02000682,Forster Park & Southend,,True,3
E02000683,Chinbrook,,True,6
E02000685,Sydenham Wells,,True,1
E02000686,Beckenham Hill,,True,6
E02000687,Lower Sydenham,,True,3
E02000689,Wimbledon Park & Durnsford Road,3.0,False,0
E02000690,Wimbledon Common,,True,3
E02000691,Wimbledon Broadway North,3.0,False,0
E02000692,Wimbledon Hill,,True,3
E02000693,Colliers Wood,,True,2
E02000694,South Wimbledon,,True,2
E02000695,Graveney,3.0,False,0
E02000696,Lavender Park,,True,3
E02000697,Wimbledon Broadway South,,True,1
E02000698,Cottenham Park,,True,1
E02000699,Wimbledon Chase,5.0,False,0
E02000700,Merton Church Road & Phipps Bridge,,True,1
E02000701,Mitcham East,6.0,False,0
E02000702,Lonesome,,True,2
E02000703,Merton Park,,True,1
E02000704,Raynes Park,,True,4
E02000705,Rowan Road,,True,1
E02000706,Mitcham West,3.0,False,0
E02000707,Pollards Hill,,True,3
E02000708,West Barnes,,True,1
E02000709,Cannon Hill,,True,2
E02000710,Mitcham South,,True,2
E02000711,Morden Central,,True,1
E02000712,St Helier North,,True,1
E02000713,Lower Morden,,True,1
E02000714,Forest Gate North,3.0,False,0
E02000715,Little Ilford West,3.0,False,0
E02000716,Manor Park North,,True,5
E02000717,Manor Park South,,True,1
E02000718,Little Ilford East,3.0,False,0
E02000719,Forest Gate West,,True,2
E02000720,Forest Gate East,,True,1
E02000721,Forest Gate South,5.0,False,0
E02000722,Stratford East,,True,3
E02000723,East Ham North,3.0,False,0
E02000724,Plashet East,5.0,False,0
E02000725,Stratford Central,,True,2
E02000726,Olympic Park & Mill Meads,5.0,False,0
E02000727,Plashet West,,True,1
E02000728,Wallend North,,True,3
E02000729,West Ham Park,,True,4
E02000730,Upton Park,6.0,False,0
E02000731,East Ham Central,9.0,False,0
E02000732,East Ham West,4.0,False,0
E02000733,West Ham & Stratford Park,6.0,False,0
E02000734,Plaistow North,6.0,False,0
E02000735,Plaistow North East,6.0,False,0
E02000736,Wallend South,,True,1
E02000737,East Ham South,8.0,False,0
E02000738,East Ham South West,,True,2
E02000739,Plaistow Park,,True,2
E02000740,Canning Town North,,True,1
E02000741,Plaistow South,,True,3
E02000742,Lonsdale Avenue,,True,1
E02000743,Canning Town Central,,True,1
E02000744,Canning Town East,,True,1
