date,20-24,30-34,40-44,50-54,60+
2021-04-13,29.6,25.6,28.3,40.1,11.9
2021-04-14,14.8,25.6,21.3,35.1,10.7
2021-04-15,29.6,31.9,35.4,25.1,11.9
2021-04-16,37.0,25.6,42.5,30.1,10.7
2021-04-17,44.4,31.9,42.5,30.1,7.1
2021-04-18,51.8,31.9,35.4,35.1,8.3
2021-04-19,44.4,31.9,35.4,30.1,7.1
2021-04-20,44.4,38.3,35.4,10.0,7.1
2021-04-21,44.4,44.7,42.5,10.0,8.3
2021-04-22,29.6,38.3,35.4,20.1,9.5
2021-04-23,29.6,38.3,28.3,15.0,11.9
2021-04-24,29.6,25.6,28.3,15.0,10.7
2021-04-25,22.2,25.6,28.3,15.0,10.7
2021-04-26,29.6,25.6,28.3,30.1,9.5
2021-04-27,29.6,25.6,28.3,30.1,8.3
2021-04-28,44.4,19.2,14.2,40.1,7.1
2021-04-29,51.8,19.2,28.3,40.1,4.8
2021-04-30,59.1,12.8,28.3,40.1,3.6
2021-05-01,66.5,19.2,42.5,40.1,4.8
2021-05-02,73.9,31.9,42.5,45.1,4.8
2021-05-03,73.9,38.3,42.5,35.1,9.5
2021-05-04,81.3,44.7,49.6,45.1,14.3
2021-05-05,96.1,70.3,70.8,60.2,15.5
2021-05-06,96.1,70.3,63.8,60.2,20.2
2021-05-07,96.1,70.3,63.8,60.2,23.8
2021-05-08,81.3,70.3,49.6,65.2,23.8
